时间戳,上导摆度X,上导摆度Y,下导摆度X,下导摆度Y,水导摆度X,水导摆度Y,上机架x振动,上机架y振动,下机架x振动,下机架y振动,顶盖x,顶盖y,有功功率,无功功率,励磁电流,励磁电压,上导轴承出油边.最高温度,下导轴瓦进油边.最高温度,水导瓦温.最高温度,导叶开度,水头
1516408200,72.092896,69.25015,121.31253,120.15258,88.40851,89.43732,5.856,4.288,3.263,2.5,8.45,8.356,368.31128,50.134953,1496.4124,255.12466,43.474976,55.883186,47.349865,80.97786,477.7299
1516408260,69.39625,68.5001,122.3539,120.08434,92.89569,91.625984,5.504,4.25,3.196,2.412,8.554,8.45,371.5595,48.28301,1500.5768,219.43445,43.735374,56.577675,46.73325,80.63157,477.64987
1516408320,70.11296,68.50063,120.52392,120.06268,92.36327,92.298935,5.555,4.472,3.615,2.13,9.033,10.185,376.7127,51.233383,1537.9001,247.24054,44.059975,56.92655,47.559994,80.4159,477.70996
1516408380,68.281494,67.56154,115.49981,115.28018,92.00058,91.71828,5.394,4.256,3.388,2.637,8.725,9.763,376.82428,50.34559,1513.2432,272.65778,44.377872,57.312466,47.65002,81.60327,477.61002
1516408440,67.5635,67.87616,115.064354,116.68895,90.874626,90.56066,5.412,4.4,3.438,2.7,8.525,9.125,372.9913,47.356827,1492.9131,302.9355,44.725002,57.416523,47.9999,81.37549,477.62994
1516408500,68.10445,67.37524,117.08316,117.56182,90.00111,92.10591,5.496,4.421,3.742,2.437,9.425,9.766,374.41858,49.678104,1501.0114,301.16745,44.95009,57.794117,48.012432,80.57758,477.5901
1516408560,66.81351,68.31159,115.875336,115.25176,91.31306,92.939186,6.237,5.437,4.387,3.1,9.838,10.925,376.53372,49.130974,1508.9058,257.12555,45.141598,58.09989,48.90016,80.95679,477.2199
1516408620,68.10445,67.14602,116.457275,115.021706,92.31279,92.854805,6.425,4.679,3.712,2.733,8.733,9.517,375.52625,45.671906,1501.7832,260.56207,45.45005,58.14585,48.466534,81.39392,477.52002
1516409100,65.8741,65.99902,112.0641,109.49895,92.49879,88.43528,5.512,4.25,3.525,3.187,7.937,8.775,371.72223,45.106365,1493.2324,267.68613,46.733418,59.467415,50.69988,80.786934,477.2299
1516409160,64.0004,65.91672,110.58328,109.91576,90.833115,91.74905,5.712,4.333,3.617,2.933,8.567,9.313,375.2484,46.176624,1499.6898,282.81366,46.86665,59.576843,50.53319,81.212654,477.1701
1516409220,64.93725,65.37597,109.31155,109.646454,93.93694,93.728516,6.238,4.504,3.758,2.783,8.408,9.6,375.67642,47.368397,1499.0245,289.7907,47.008472,59.560818,50.980106,81.226265,477.26007
1516409280,65.65038,64.22491,112.60182,109.07429,90.749084,94.27348,5.334,4.725,3.445,2.768,8.845,9.643,374.49994,46.035088,1497.0377,307.001,47.062206,59.685825,50.560173,81.21828,477.20996
1516409340,63.9364,65.49987,113.374466,108.75193,92.93722,93.31364,5.463,4.9,3.325,2.55,8.625,9.8,374.22778,47.375145,1498.9003,296.8718,47.1,59.678055,51.199936,81.22539,477.19998
1516409400,62.938118,64.81221,109.06386,110.37587,93.37563,95.122574,5.8,4.488,3.337,2.85,9.2,9.75,370.5515,48.286076,1508.9058,246.06306,47.266098,59.599876,50.69988,81.237236,477.11002
1516409460,65.24953,65.37597,109.56323,108.75058,92.12347,95.77303,6.467,5.6,4.529,3.821,10.446,11.992,365.8668,45.65548,1490.5714,247.39697,47.373787,59.734806,50.333157,83.260506,477.0599
1516409520,65.32824,65.37508,108.68633,108.68765,94.57756,95.6869,6.169,5.097,4.259,3.422,9.453,11.875,372.08978,44.74385,1476.9138,299.62555,47.47029,59.89797,50.749905,80.8689,477.0599
1516409580,63.499207,63.85001,109.89961,108.237144,91.14964,93.44865,5.517,4.315,3.45,2.31,7.408,10.167,351.70016,42.80994,1438.7722,222.63585,47.553913,59.839893,50.54004,73.225075,477.14987
1516410000,62.437267,63.58291,108.5192,107.54209,92.91728,92.397736,5.383,4.429,3.387,3.229,9.263,9.288,373.8452,45.19317,1490.8995,304.52036,47.872158,60.310093,51.533306,82.3586,476.68005
1516410060,63.625828,64.66618,107.53177,106.93718,92.164986,94.41764,5.909,4.433,3.65,3.196,9.604,9.987,373.68054,44.857784,1515.7888,292.31384,47.802364,60.495243,51.266636,82.51001,476.5599
1516410120,63.063545,63.625393,109.49931,107.18889,94.18771,94.74814,6.138,5.038,3.563,3,9.938,12.125,374.77887,44.01141,1491.5825,323.37833,47.977882,60.454037,50.999832,82.26818,476.52005
1516410180,62.78198,63.90683,108.750244,107.469025,94.75069,95.468025,5.637,4.612,3.562,2.969,10.875,11.731,374.99103,39.876976,1321.5842,288.40707,47.920082,60.41283,51.012363,82.328094,476.54996
1516410240,63.66303,64.02418,107.16383,105.20119,93.61377,96.10142,5.72,4.512,3.88,2.91,10.107,12.432,374.49237,41.36779,1480.9652,303.2,47.9893,60.46466,50.740143,82.326775,476.43005
1516410300,62.72908,63.625393,106.95982,106.43918,93.397224,93.93771,5.629,4.487,3.829,3.047,10.412,12.279,374.2894,41.667004,1481.0095,302.56244,47.948742,60.522232,51.03325,82.481476,476.46994
1516410360,61.187286,63.436882,106.12353,106.49872,93.81406,97.18996,5.75,4.775,3.925,2.55,9.725,12.025,374.314,40.98309,1028.9398,252.62189,47.908184,60.57135,50.999832,82.29649,476.45
1516410420,62.89546,63.687344,107.12495,106.27001,95.81186,92.29225,5.295,4.167,3.646,2.946,10.175,12,374.49994,43.3275,1490.0215,301.0838,48.07982,60.544968,51.06667,82.31646,476.27005
1516410480,62.584026,63.562553,106.95849,105.31189,93.64467,94.83252,5.504,4.746,3.942,2.925,10.492,12.175,374.35202,42.75425,1484.3477,241.02132,48.036736,60.53528,51.166653,82.323044,476.29996
1516410540,62.98419,63.46808,107.12328,104.624084,97.921776,97.217636,5.609,4.55,3.75,2.813,10.578,11.716,373.8269,43.9325,1468.4851,282.32642,48.025066,60.586258,51.174973,82.32941,476.20996
1516410600,63.165936,64.020996,106.645546,104.43766,96.33332,94.93976,5.667,4.325,3.571,3.017,10.167,12.012,374.46875,40.657127,1484.0253,306.08487,48.015488,60.57316,51.06667,82.31207,476.12
1516410660,63.204327,63.5776,106.327286,105.062546,94.85905,96.249886,5.741,4.928,4.044,2.928,10.265,11.81,373.9972,41.154068,1488.5823,235.18881,48.16949,60.53098,51.225098,82.2955,476.19003
1516410720,62.729076,63.41741,107.37397,106.83433,93.50018,97.93884,5.92,4.875,3.604,3.125,9.879,11.658,374.01645,41.314014,1473.7982,314.95654,48.134995,60.566597,51.07127,82.48938,476.03003
1516410780,62.4377,64.250656,108.498566,104.15821,94.81296,94.84306,5.3,4.863,3.737,3.312,9.938,11.457,373.42368,40.447582,1477.5724,283.43878,48.1005,60.67636,51.280136,82.48477,475.97992
1516410840,63.813538,65.87424,104.8731,105.686745,96.564156,94.37369,6.076,4.862,4.062,3.087,10.287,11.975,373.69507,38.979343,1477.8099,316.18875,48.24998,60.61434,51.100086,82.48806,475.8999
1516410900,61.875843,63.468742,103.65662,105.688774,94.40692,96.09562,5.443,4.581,3.665,3.15,10.169,11.613,374.10638,39.492275,1479.7411,278.28058,48.29013,60.699913,51.15001,82.47226,475.95
1516410960,61.45861,62.332375,104.70797,102.47946,95.37511,95.208725,5.475,4.283,3.771,3.371,9.946,11.075,373.8144,40.33117,1478.0115,274.3557,48.263214,60.777874,51.066532,82.46436,475.86005
1516411020,62.27618,63.538303,106.35045,104.062805,95.63749,97.16358,5.847,4.63,3.72,3.24,10.338,11.163,373.52237,41.598614,1485.111,276.57407,48.236298,60.724873,51.15556,82.48016,475.90985
1516411080,61.359425,63.54707,106.70181,103.68727,95.29746,97.18864,5.665,4.631,3.603,2.959,9.484,11.384,373.23035,42.37518,1486.7206,286.7182,48.209385,60.725094,51.157143,82.65594,475.72992
1516411140,61.843845,63.96856,102.63989,103.61013,94.60994,95.17137,5.662,4.591,3.691,3.084,9.913,10.488,373.62564,42.7414,1333.5786,277.4209,48.25914,60.78332,51.25016,82.47114,475.77005
1516411200,62.87498,64.24934,103.89698,102.81236,94.77061,94.14691,5.567,4.6,3.492,3.213,9.996,11.033,374.24774,40.64589,1484.0165,250.0196,48.333347,60.81876,51.207455,82.74745,475.59012
1516411260,61.72909,63.77142,103.45886,105.16708,93.56164,95.79237,5.454,4.546,3.846,3.013,9.45,11.088,374.2406,41.633255,1491.5825,280.68842,48.387535,60.81847,51.219986,82.76061,475.57986
1516411320,63.061836,64.542274,104.93701,103.480896,95.3751,95.479454,5.906,4.362,3.662,3.087,10.281,11.457,374.681,40.200783,1490.0126,254.39668,48.37503,60.89487,51.099884,82.73736,475.59012
1516411380,61.36237,63.55105,104.23869,104.18866,96.41071,94.66059,5.225,4.395,3.715,3.395,10.165,11.293,375.12143,41.735394,1482.8492,314.39813,48.305,60.848946,51.140106,82.690834,475.49985
1516411440,61.937275,63.812576,104.405685,103.813126,95.34355,97.18732,6.193,4.812,3.481,3.175,10.019,11.056,373.97134,40.243713,1484.9034,260.27267,48.320007,60.80302,51.187454,82.71234,475.36005
1516411500,61.750416,64.56263,105.68808,103.25083,97.31146,94.12582,5.349,4.088,3.525,3.287,9.888,10.275,373.73233,41.77222,1485.9146,285.99924,48.376953,60.83338,51.052032,82.746796,475.37
1516411560,61.791374,64.00064,102.60527,103.269775,95.83345,98.10233,5.604,4.375,3.725,3.571,9.938,10.529,373.49332,42.171726,1486.571,288.6693,48.38575,60.905624,51.24449,82.68798,475.43008
1516411620,61.786766,64.12561,102.7134,102.44942,94.851326,97.762695,5.625,4.802,3.792,3.433,9.78,10.52,373.25427,41.7012,1481.2526,271.4342,48.315914,60.976017,51.18383,82.74087,475.34012
1516411680,61.917656,64.68831,103.81309,102.79207,94.6444,95.521645,5.67,4.521,3.829,3.312,10.108,10.579,373.4427,43.35859,1487.1299,319.76996,48.384125,60.948288,51.280136,82.69785,475.0699
1516411740,62.462013,64.61255,104.25148,101.77629,96.6359,95.23861,5.682,4.622,3.535,3.378,10.123,11.31,374.88928,40.563995,1487.8998,251.90155,48.380985,60.920563,51.099884,82.855934,475.1798
1516411800,61.95946,63.916565,103.77048,103.52149,98.125206,96.60631,5.633,4.379,3.504,3.112,10.279,10.721,374.0315,43.669456,1480.025,276.2503,48.391853,60.966774,51.28436,82.83259,475.04996
1516411860,61.292233,63.333336,103.66794,102.54171,94.18771,96.333824,5.883,4.896,3.692,3.183,10.154,10.742,373.8319,43.172066,1405.6942,285.99924,48.3765,61.066593,51.13337,82.939674,474.97992
1516411920,61.016422,63.671192,103.21717,100.764175,95.24765,96.982956,5.663,4.197,3.859,3.212,10.569,10.965,373.6323,43.1321,1492.5671,303.50012,48.36115,61.031696,51.15001,82.826775,475.09012
1516411980,62.709454,63.249256,102.832985,101.41713,97.854515,97.87556,5.983,5.133,3.621,3.35,9.971,11.367,373.4327,43.1321,1491.5648,264.74698,48.3458,61.030426,51.08321,83.098114,474.79996
1516412040,62.0627,63.375816,103.37497,100.185646,98.52959,95.750175,5.787,5.05,3.625,3.237,10.175,11.163,373.23312,42.497253,1485.2494,304.43445,48.33045,61.089016,51.039852,82.76852,474.96
1516412100,62.374985,63.874966,102.43614,103.06408,96.49939,94.12582,5.937,4.962,4.062,3.137,10.225,10.863,374.0231,44.569458,1501.9073,303.06433,48.315094,61.070415,50.999832,82.99367,474.93008
1516412160,61.937275,63.41741,103.396286,103.020775,95.35517,98.75103,5.421,4.596,3.771,3.246,10.137,10.758,373.796,43.441486,1494.7847,245.31471,48.333347,61.051815,51.183296,82.94802,474.87997
1516412220,62.4313,64.06259,101.68642,101.58223,97.66519,97.562645,5.421,4.758,3.712,3.063,10.15,10.762,373.56888,42.870655,1476.7963,292.52185,48.31344,61.033215,51.053192,82.96031,474.62997
1516412280,60.498726,63.68646,105.43639,100.62411,96.37484,97.43783,5.7,5.15,4.012,3.275,10.312,11.2,373.34177,41.598614,1479.7943,315.10352,48.375935,61.014614,51.100086,82.949394,474.7399
1516412340,62.166794,63.437767,101.4587,101.978745,97.62368,98.41701,6.15,4.375,3.796,3.262,10.213,10.795,373.92755,42.66002,1546.018,294.6471,48.303616,61.00912,51.13337,82.92476,474.53003
1516412400,62.750412,64.37589,100.7689,101.60524,96.979324,97.14688,5.504,4.175,3.942,3.479,10.758,10.625,373.27637,41.715855,1476.6898,248.08429,48.36669,61.09509,51.166653,82.93968,474.54996
1516412460,61.438133,63.500603,101.373474,101.24933,92.31445,95.00128,5.362,4.275,3.425,3.325,10.463,11.1,373.97693,42.497253,1492.2478,244.43524,48.33001,61.13344,51.11239,83.17536,474.55994
1516412520,61.937912,63.1727,103.10931,100.28206,96.060974,96.88934,5.288,4.172,3.855,3.419,10.081,10.797,374.82538,44.255554,1488.5757,319.71912,48.31429,61.174847,51.29086,83.177666,474.52008
1516412580,60.936436,64.37412,103.874344,101.43607,95.4382,96.435776,5.362,4.775,3.775,3.45,9.913,10.937,374.96878,42.092667,1490.2521,223.56506,48.40004,61.148224,51.199936,83.21618,474.38995
1516412640,61.271755,63.62539,100.43732,101.02062,96.20711,96.414696,5.969,4.796,3.867,3.004,10.396,10.892,374.95554,43.84043,1489.6844,321.4611,48.436417,61.121605,51.12717,83.19335,474.4301
1516412700,61.386944,62.899494,100.125435,99.41183,96.24929,95.35147,5.602,4.435,4.375,3.67,10.275,10.882,375.07077,44.206726,1494.8344,312.44745,48.49371,61.1031,51.0614,83.15508,474.38995
1516412760,62.21884,64.78168,102.655876,100.28105,98.31287,96.06398,6.087,4.656,3.837,3.463,10.15,11.294,374.56705,45.229374,1496.7449,261.6869,48.486507,61.177216,51.11941,83.20132,474.21997
1516412820,61.45776,64.43696,103.14593,100.89477,97.43602,96.959656,5.846,4.442,3.829,3.158,10.475,11.175,374.82538,39.445644,1465.0168,261.06174,48.4793,61.19817,51.233353,83.19555,474.28003
1516412880,61.70861,63.600967,101.10448,100.06385,97.2932,97.10557,5.879,4.946,3.898,3.075,10.05,11.033,373.8965,41.45328,1475.6875,308.99915,48.472095,61.266678,51.227276,83.21091,474.16986
1516412940,62.249557,63.56167,100.438644,99.751236,98.81107,98.00214,6.038,5.05,3.812,3.187,10.125,11.588,373.59863,38.979343,1475.244,312.18698,48.46489,61.29995,51.300186,83.21881,474.11005
1516413000,60.83234,62.666023,102.396194,101.396835,95.83345,98.541824,5.345,4.142,3.713,3.1,10.304,10.975,373.30075,42.442997,1489.6932,272.99918,48.457684,61.283314,51.26677,83.19116,473.99988
1516413060,61.24957,63.666985,101.18705,100.689064,96.917885,97.39739,5.667,4.804,4.029,3.363,10.454,11.287,374.87744,41.854824,1482.2335,304.7736,48.450478,61.268578,51.13337,83.30383,473.99988
1516413120,61.56356,63.12624,99.87535,100.12475,98.12355,96.63619,5.926,4.75,3.837,3.137,10.812,11.225,374.26978,40.526745,1486.234,231.31085,48.44327,61.29995,51.066532,83.32546,473.90988
1516413180,61.967995,64.09268,101.46935,101.1864,96.155624,97.06073,6.119,4.863,3.8,3.125,10.263,11.225,374.09967,41.946785,1488.0701,289.49908,48.436066,61.213444,51.17887,83.29387,474.03006
1516413240,61.396328,63.333336,100.688995,99.52118,96.5625,96.917465,5.704,4.729,3.967,3.117,10.492,10.785,373.87515,42.529808,1490.5714,221.93723,48.428864,61.28886,51.166653,83.33731,473.90988
1516413300,61.124573,63.468742,100.406685,99.03062,97.563065,98.84332,5.838,4.813,4.031,3.412,10.319,11,373.6506,42.171726,1491.2367,276.34415,48.421658,61.27143,51.024845,83.29496,473.65988
1516413360,61.813133,62.9988,101.06187,101.24933,95.81187,98.75103,5.362,4.513,3.913,3.575,10.375,11.15,373.42606,42.66002,1491.2367,233.06078,48.41445,61.24787,50.999832,83.29386,473.74988
1516413420,61.281994,63.59353,99.90092,100.96919,97.72,98.12607,5.612,5.025,3.719,3.25,10.313,11.156,373.20154,42.497253,1488.0701,264.49826,48.407246,61.235123,51.149334,83.31822,473.69006
1516413480,61.31271,62.749218,101.24963,101.18843,97.81465,99.06218,5.85,4.362,3.587,3.712,11.037,11.137,374.28104,40.005207,1468.565,301.4365,48.40004,61.296864,51.011333,83.46898,473.65988
1516413540,61.22909,63.917446,101.125786,98.97291,98.64666,100.37363,5.571,4.391,3.929,3.342,10.675,11.046,375.01132,41.325047,1485.4623,289.16672,48.433384,61.28569,51.121483,83.43004,473.54
1516413600,61.781776,63.008278,101.250626,100.59467,97.266624,97.68833,5.285,4.469,3.775,3.525,10.459,10.878,373.92303,40.82011,1486.4868,297.29572,48.410156,61.295986,51.042915,83.64706,473.46002
1516413660,60.957764,63.500072,101.75034,98.70921,98.832664,96.875275,6.005,4.962,3.642,2.983,10.354,10.954,373.6536,40.061085,1480.2378,309.91483,48.477596,61.285175,51.083862,83.427635,473.4401
1516413720,61.251278,63.375816,101.00194,99.37367,98.87584,97.501114,5.7,4.488,3.675,3.325,10.7,10.85,373.38416,43.451847,1484.9034,304.00037,48.500076,61.274364,50.99781,83.462395,473.39993
1516413780,60.875004,64.24933,102.060616,98.874306,100.938416,97.74898,5.013,4.562,3.475,3.594,11.188,11.241,374.98807,44.906612,1489.5868,306.81512,48.402,61.263554,51.075024,83.61908,473.26013
1516413840,61.729088,62.728863,100.68767,99.08407,99.355774,97.93709,5.588,4.896,3.817,3.233,10.904,11.45,374.20325,47.075935,1505.5618,296.31335,48.42554,61.252743,51.166653,83.600204,473.22995
1516413900,62.187275,64.10507,100.50017,99.41563,97.39782,99.47882,6.104,5.1,3.875,3.133,11.512,12.095,374.23553,46.45776,1495.6805,266.23236,48.449078,61.241936,51.124897,83.74372,473.21002
1516413960,60.125008,63.06252,100.438644,98.93926,98.50218,99.18877,5.651,4.775,3.681,3.337,11.138,11.338,374.4674,47.40839,1503.9031,236.06546,48.472614,61.231125,51.199936,83.612495,473.20004
1516414020,61.62602,63.250496,99.90092,98.20119,97.77381,97.49795,5.595,4.22,3.795,3.22,11.372,11.262,374.75565,46.53971,1496.6438,317.5751,48.496155,61.220314,51.164093,84.018295,473.1801
1516414080,61.06186,64.18826,99.99919,98.435844,97.376236,99.18877,6.225,4.862,3.725,3.037,10.95,11.624,374.08606,45.470753,1490.2521,317.74872,48.456013,61.209503,51.140026,83.612495,473.11008
1516414140,60.71886,62.955177,100.78022,100.09227,97.40613,97.751625,5.8,4.638,4.294,3.281,10.656,11.669,373.86487,46.50215,1501.5614,267.53012,48.43709,61.250042,51.115063,83.612495,472.95004
1516414200,59.561874,62.250065,98.93652,99.751236,96.87305,98.37657,6.125,4.575,3.825,3.075,10.937,11.1,373.64368,46.990444,1502.9185,227.499,48.4281,61.228653,51.18995,83.57562,472.8299
1516414260,60.875,63.249702,98.8746,99.49953,95.34355,97.53276,5.563,4.381,3.669,3.131,10.844,11.225,373.4225,46.50215,1502.7322,310.32718,48.450058,61.203354,51.17938,83.60921,472.91986
1516414320,60.813572,62.9988,101.43739,100.3115,100.18613,97.24797,5.763,4.575,3.962,3.313,11.037,10.863,373.2013,44.987995,1494.9089,312.87204,48.486835,61.29995,51.178497,83.60591,472.84015
1516414380,60.2617,62.851173,98.600945,99.55068,97.71302,98.527405,5.34,4.565,3.96,3.227,11.03,12.135,374.89767,47.195618,1501.7637,302.83917,48.447117,61.269238,51.11007,83.84791,472.79004
1516414440,62.313553,63.75018,100.374725,99.37367,98.50218,99.81107,6.087,4.85,4.187,3.137,11.388,12.075,374.17453,46.258003,1503.9031,237.12357,48.420048,61.29995,51.192036,83.82448,472.6599
1516414500,61.728233,62.582832,100.93802,99.54148,99.52185,101.354576,5.833,4.454,3.7,3.287,11.054,11.775,374.87186,48.70658,1508.3558,314.70563,48.43519,61.25717,51.03406,83.73758,472.60013
1516414560,60.562717,63.312096,99.87535,99.87303,97.9392,98.99889,5.7,4.813,3.962,3.475,11.3,11.388,374.66266,47.50338,1501.9073,320.74667,48.405342,61.239193,51.131435,83.83765,472.56995
1516414620,60.853672,62.93773,100.396034,99.64703,100.438545,99.1659,5.933,4.929,3.929,3.6,11.058,12.042,373.9952,49.63536,1510.2451,303.16833,48.43427,61.233406,51.166653,83.84379,472.55
1516414680,60.749573,63.99976,99.49982,99.312775,99.93703,98.687744,5.362,4.125,4.3,3.287,11.288,12.224,373.78427,52.348038,1536.8995,299.1847,48.463196,61.32502,51.033184,83.83106,472.46002
1516414740,61.251278,64.12454,99.623665,98.06234,98.93562,100.68655,6.163,4.75,4,3.175,10.8,12.475,373.5733,50.02006,1511.2474,245.18813,48.492123,61.29995,50.999832,83.83765,472.5201
1516414800,60.894627,62.291664,99.45721,98.85537,98.269684,98.60512,5.221,4.517,3.854,3.125,11.188,11.54,373.36234,50.062523,1506.2358,316.70648,48.52105,61.26683,51.115448,83.9421,472.29004
1516414860,62.249557,63.874966,100.68634,99.061066,99.00039,96.435776,5.75,4.725,3.913,3.275,10.987,11.962,374.14365,48.143864,1503.9031,244.31316,48.549973,61.245316,51.199936,83.82448,472.37006
1516414920,61.562706,63.85461,99.771484,99.93664,99.186386,99.104385,6.125,5.129,3.863,3.288,11.354,11.7,373.52618,48.714798,1510.5732,237.22983,48.5789,61.397827,51.019882,83.839836,472.24988
1516414980,61.50042,62.771343,99.4572,98.87566,99.3757,98.16738,5.779,4.396,3.888,3.121,11.238,11.919,373.73346,48.83121,1505.677,279.54214,48.43082,61.38677,51.191616,83.837204,472.23993
1516415040,60.311867,63.10411,97.76999,98.68891,100.41696,99.457726,5.77,4.496,3.783,3.215,10.633,11.325,373.3183,49.180714,1370.9237,289.5398,48.466732,61.375706,51.133236,84.00003,472.2701
1516415100,60.79138,62.521767,100.14701,100.29256,99.41722,98.8108,5.813,4.517,3.554,3.433,11.304,11.858,374.81287,49.597645,1507.0696,291.68985,48.51675,61.364647,51.161106,83.95285,472.05002
1516415160,60.250435,62.9988,100.498566,96.99866,99.81246,100.9977,6.237,4.725,3.675,3.187,10.812,12.025,373.79453,49.718334,1512.5779,228.06197,48.50633,61.35359,51.079872,83.96668,471.98993
1516415220,60.546078,62.342995,99.28209,98.65609,98.82726,98.031136,5.534,4.559,3.687,3.456,11.184,11.263,374.1233,47.56037,1502.4128,308.6244,48.54824,61.34253,51.08047,83.98479,471.97
1516415280,60.68814,63.06252,99.49982,97.437126,101.75049,99.499916,4.975,4.625,3.712,3.325,10.812,11.588,373.6842,48.016315,1505.5795,276.2526,48.46006,61.33147,51.100086,83.95615,471.87006
1516415340,60.063576,62.9988,100.438644,100.74996,97.12713,97.622406,5.763,4.188,3.912,3.375,11.288,11.2,373.2451,44.860615,1494.2437,321.75052,48.40004,61.32041,51.199936,83.95615,471.9199
1516415400,62.188126,63.125355,100.25088,97.23007,100.49999,99.229195,5.75,4.442,3.85,3.442,11.446,11.729,375.12366,45.073483,1489.241,315.56473,48.466732,61.30935,50.96655,84.15627,471.71002
1516415460,60.640785,62.8594,98.64089,98.23387,97.95166,98.56116,6.162,4.316,3.75,3.322,10.359,11.463,374.2152,47.24691,1505.4929,284.07635,48.428623,61.38623,50.964592,84.15792,471.72
1516415520,61.187286,63.68779,98.28134,96.90731,95.87663,98.592804,5.35,3.962,3.794,3.306,11.431,12.025,374.80908,45.500927,1498.9136,285.43964,48.472794,61.350086,51.120056,84.14377,471.72998
1516415580,60.56272,63.450687,98.748764,97.99941,99.03028,101.656944,5.587,4.163,3.801,2.531,10.775,12.072,366.44016,44.436012,1480.739,319.90564,48.500076,61.308464,51.136517,81.860016,471.71002
1516415640,60.655506,63.640656,98.264366,96.89209,100.96831,99.84404,5.556,4.091,3.8,2.606,10.94,11.55,359.07675,43.156525,1466.8353,272.5262,48.514366,61.436184,51.126713,79.96349,471.64996
1516415880,60.51536,63.34462,96.93703,97.84311,100.7329,99.577705,6.075,5.045,4.428,3.681,9.941,10.922,371.3576,50.496033,1497.7775,300.10712,48.490982,61.574905,51.24742,81.34948,471.31995
1516415940,61.31271,64.12454,98.43715,96.564255,98.75129,96.18791,5.937,4.237,3.475,3.431,10.175,10.675,375.29025,48.64906,1494.9089,301.87738,48.592148,61.533314,51.300186,83.33731,471.35013
1516416000,60.812286,63.219162,99.03041,98.46832,98.87335,99.373344,5.356,4.306,3.787,2.937,9.806,10.713,374.24426,49.287296,1511.2341,261.62582,48.58077,61.450134,51.18178,83.14188,471.2499
1516416060,60.95862,63.41741,99.33203,98.186844,100.24923,98.49963,5.584,4.587,3.896,3.308,10.212,10.966,374.8579,47.204166,1504.2312,251.43718,48.56939,61.421017,51.188843,83.13937,471.34985
1516416120,60.311867,62.541237,97.43574,96.08384,99.24949,98.81079,5.421,4.138,3.854,2.9,9.95,10.937,374.89975,49.849083,1514.0238,235.2312,48.558014,61.433495,51.13337,83.12708,471.09985
1516416180,60.29224,62.563362,98.74876,97.74973,97.81133,99.999176,5.196,4.3,3.625,2.958,10.187,10.821,374.74683,47.913727,1594.2443,293.9349,48.546635,61.47106,51.133236,83.13059,471.2599
1516416240,60.843002,62.219536,99.531784,97.749725,100.62454,98.40559,5.825,4.638,4.006,3.094,10.819,11.419,374.22015,48.26867,1500.4038,279.7219,48.535255,61.495895,51.111,83.14705,471.1101
1516416300,63.063545,63.56167,98.876595,97.62388,102.936226,99.25205,6.338,4.762,4.05,2.712,11.288,11.638,374.49387,45.24446,1490.2521,319.06458,48.523876,61.478123,51.19376,83.13718,471.13998
1516416360,61.16766,62.39521,100.16566,98.04204,101.313736,100.58459,6.038,4.346,4.146,2.846,10.916,11.104,374.76758,46.38947,1502.5725,271.6223,48.512497,61.46035,51.131996,83.14156,471.23993
1516416420,60.166817,62.792583,96.60345,96.25029,100.87531,98.770355,5.117,3.95,3.958,2.838,10.291,10.796,375.0413,42.399593,1494.4653,230.06058,48.501118,61.44258,51.18282,83.15166,471.02014
1516416480,59.87416,62.874004,98.24938,95.874084,99.43881,101.18756,5.226,4.325,3.833,2.375,9.3,10.587,351.2156,40.98309,1441.2363,304.81427,48.489742,61.42481,51.199936,77.106865,471.05002
1516416780,59.703297,63.04725,97.47036,97.078835,99.53098,98.70488,5.491,4.106,3.613,2.919,9.153,9.659,374.98807,39.83423,1490.5715,304.18686,48.432846,61.71122,51.69999,82.870384,471.0301
1516495500,71.93638,69.37603,131.43767,132.75179,88.24938,87.37331,5.474,2.65,3.2,2.55,8.475,8.325,374.17316,50.181953,1504.9117,294.8738,42.400116,54.502052,45.80019,80.99319,477.56
1516495560,71.09291,70.219795,131.57858,129.9217,87.4371,85.75133,6.125,3.206,3.402,2.675,8.425,8.963,374.73056,50.562004,1505.8999,304.72012,42.88333,55.147064,46.16651,81.51381,477.38007
1516495620,70.343254,68.390915,128.6266,128.32787,87.88913,88.78226,5.375,2.075,3.675,2.263,9.944,10.587,373.84415,49.87266,1492.0774,286.3301,43.15006,55.63328,46.592175,80.90269,477.4299
1516495680,69.563705,66.96779,130.09335,125.81369,87.593124,89.12484,5.488,2.156,3.463,2.138,9.638,10.856,375.929,49.72625,1479.906,237.59427,43.54992,55.924873,46.90001,80.949875,477.30014
1516495740,68.313446,68.31254,126.74871,125.87569,88.24938,89.68543,5.4,2.762,3.875,2.712,8.487,9.612,375.84537,49.916584,1513.4429,261.89835,43.857136,56.399147,47.49987,81.28797,477.27005
1516495800,68.333374,66.99904,124.5636,126.7499,87.10515,87.81181,5.333,2.667,3.35,2.646,8.25,9.68,374.56335,49.536777,1506.688,247.58449,44.115437,56.69799,47.76005,81.29584,477.3199
1516495860,67.87511,67.187515,126.06038,124.68835,88.501785,88.74862,5.163,2.512,3.538,2.55,8.337,10.024,374.7151,49.43343,1508.5643,241.00043,44.477734,57.007008,48.200066,81.306076,476.75003
1516495920,65.969,66.56202,123.12457,122.06332,85.812546,86.907394,5.062,2.7,3.5,2.844,8.988,9.075,375.61954,51.50938,1509.2397,258.03125,44.71996,57.219112,48.365124,81.29961,477.1199
