时间戳,上导摆度X,上导摆度Y,下导摆度X,下导摆度Y,水导摆度X,水导摆度Y,上机架x振动,上机架y振动,下机架x振动,下机架y振动,顶盖x,顶盖y,有功功率,无功功率,励磁电流,励磁电压,上导轴承出油边.最高温度,下导轴瓦进油边.最高温度,水导瓦温.最高温度,导叶开度,水头
1518695460,56.750015,59.313084,89.87614,90.56357,102.811104,100.439255,5.262,5.05,4.775,3.25,11.775,13.675,373.32703,10.145886,1393.5844,235.43591,48.433308,61.416504,50.80008,86.42289,465.9499
1518695520,57.687473,60.312546,93.000275,91.5007,99.251076,96.74957,5.275,5.012,4.4,3.287,11.387,14.025,374.49585,9.251889,1386.5771,281.68707,48.453568,61.40738,50.500076,86.65033,466.00995
1518695580,57.56291,60.24959,93.43792,91.62515,101.77922,101.157455,5.363,4.962,4.644,3.306,12.187,13.256,374.15894,10.68731,1394.2456,233.4709,48.46668,61.480022,51.24996,86.61841,465.77997
1518695640,57.49924,58.56155,89.74956,90.56357,98.4978,101.751755,5.412,4.962,4.3,3.687,11.675,14.187,373.4775,11.788632,1388.2477,281.6253,48.414234,61.500008,50.999924,86.62763,465.4699
1518695700,58.40625,59.063217,94.37516,91.375,101.469635,97.906044,5.975,5.694,4.6,3.569,11.35,14,374.22168,9.607514,1387.575,257.18597,48.449993,61.475025,51.050003,86.6099,465.75995
1518695760,58.12483,59.063217,92.62591,92.999115,99.18916,98.93861,5.4,5.538,4.1,3.338,11.775,13.012,373.2412,8.997871,1421.2417,247.93912,48.437477,61.44143,51.400078,86.63189,465.4101
1518695820,57.281487,58.937313,93.6251,91.156586,99.81346,100.2511,5.7,5.425,4.537,3.206,11.544,14.4,373.78912,9.201086,1386.5771,257.37405,48.424965,61.41219,51.00004,86.61557,465.49994
1518695880,58.4367,60.374527,91.50015,91.0004,98.874435,99.75088,5.513,5.188,4.788,3.175,11.862,14.563,374.01608,8.517824,1384.9066,277.43698,48.399933,61.400078,50.9,86.81204,465.33002
1518695940,57.9366,60.75029,93.68704,91.18723,99.56064,99.49848,5.213,5.15,4.45,3.325,11.525,14.037,373.57544,10.404496,1390.916,253.62646,48.498505,61.400078,51.114254,86.750336,465.23993
1518696000,57.687473,60.500423,90.37438,91.18833,98.874435,98.438385,5.412,5.138,4.35,3.663,11.237,13.925,374.1703,8.222411,1385.9043,285.3757,48.479904,61.500008,50.9,87.5752,465.11005
1518696060,57.687473,60.06268,89.43714,90.06325,102.56345,98.12632,5.412,4.85,4.437,3.425,11.525,14.5,373.30847,9.313204,1388.5725,212.81003,48.461308,61.433388,50.999924,86.712746,465.08002
1518696120,57.12463,59.375065,91.562096,89.81183,99.9992,95.62524,5.538,4.962,4.575,3.687,11.763,14.137,374.65863,8.399659,1378.5724,282.31027,48.442707,61.577732,51.2,86.89999,464.96988
1518696180,58.499443,60.343533,92.7498,90.5623,100.561584,99.6568,5.481,5.056,4.587,3.169,11.75,13.744,373.7,9.4043,1385.2546,280.8758,48.42411,61.519993,51.00004,86.902824,465.01993
1518696240,58.250313,60.62439,94.18798,90.50008,100.06111,99.49848,5.262,5.4,4.925,3.287,11.025,13.5,374.03784,8.499361,1387.25,246.00214,48.405514,61.595047,51.09996,86.89999,464.92007
1518696300,58.81316,60.12466,91.59306,92.43784,99.75154,99.71875,5.45,5.1,4.2,3.131,11.913,13.688,373.7796,8.877021,1375.0803,233.96776,48.49004,61.58961,50.700016,86.901405,464.6901
1518696360,58.062088,59.50096,95.187164,92.18642,102.12489,101.311195,5.85,5.788,4.55,3.125,12.5,15,373.95087,9.653401,1384.9066,275.93796,48.471447,61.584175,50.933308,86.9624,464.66006
1518696420,57.71884,58.81238,91.65635,91.18706,98.219185,97.093765,5.704,5.294,5.031,3.262,12.45,13.906,373.5262,9.455104,1387.4125,266.24756,48.44284,61.57874,51.15004,87.04397,464.66006
1518696480,59.062283,61.68777,92.749794,90.25118,99.251076,100.18685,5.938,5.375,4.45,3.462,12.2,14.9,374.42233,6.999859,1377.5747,279.9354,48.48003,61.573303,51.10008,87.32555,464.51993
1518696540,58.249393,59.749863,92.06168,91.375,99.68706,100.34288,5.406,4.969,4.692,3.587,12.025,15.544,374.95166,9.12488,1392.2502,220.96768,48.48003,61.567867,51.15004,87.27164,464.39005
1518696600,58.92204,59.484016,90.922455,92.50008,101.09171,100.984215,5.531,5.25,4.738,3.553,12.494,14.516,374.89377,8.748616,1387.4542,239.75,48.485752,61.56243,51.12506,87.2739,464.28995
1518696660,58.624924,59.562946,93.68704,90.436584,101.62442,99.49848,5.45,5.188,4.487,3.225,11.819,14.512,374.48053,8.386794,1388.2477,267.3143,48.418137,61.556995,51.15004,87.30001,464.1901
1518696720,58.688133,60.749325,92.74926,91.78071,100.4829,100.98306,5.359,5.453,4.803,3.291,12.144,13.362,374.99673,9.701305,1281.0815,258.07867,48.43998,61.55156,51.09996,87.27944,464.28995
1518696780,58.094383,60.468468,91.23729,92.46832,99.529686,99.126755,5.481,5.706,4.706,3.262,11.773,13.106,373.87115,8.570577,1387.5748,213.12442,48.449993,61.546124,50.966694,87.293625,463.9501
1518696840,57.8757,60.18664,93.50121,90.50008,101.31486,99.126755,5.562,5.375,4.588,3.325,12.062,14.325,373.5049,8.200254,1379.9181,285.81363,48.500053,61.540688,50.9,87.28156,464.06998
1518696900,58.062088,60.15565,92.530304,92.71974,98.2811,100.53104,5.581,5.269,4.319,3.269,11.869,14.35,373.64938,9.419169,1385.4054,292.18875,48.44443,61.53525,50.92498,87.293625,464.05997
1518696960,59.31326,60.438442,93.563156,90.25118,100.49967,99.9987,5.312,5.087,4.788,3.563,11.812,13.1,373.32764,10.29291,1389.9183,302.376,48.399933,61.529816,51.399944,87.274475,463.81998
1518697020,58.29691,59.56246,92.6414,89.78199,98.27981,99.82774,5.697,5.656,4.35,3.156,11.8,13.715,374.05328,7.4002557,1384.1525,274.87262,48.500053,61.52438,50.92498,87.476616,463.6
1518697080,57.438343,58.56155,91.50015,90.62452,102.74919,97.750015,5.3,5.037,4.638,3.087,12.1,14.763,373.74808,9.823429,1393.2363,215.4993,48.500053,61.518944,51.080048,87.46314,463.64005
1518697140,58.6563,59.21914,92.15595,90.9369,99.93728,98.500336,5.431,5.144,4.438,3.131,11.712,14.388,373.44284,9.675252,1386.7395,252.1555,48.500053,61.513508,51.15004,87.46597,463.56998
1518697200,58.56311,60.969166,93.31268,90.46832,102.43704,100.65495,5.769,5.625,4.456,3.694,11.788,13.588,374.25168,8.091489,1382.4124,229.37521,48.500053,61.50807,51.2,87.68088,463.55997
1518697260,57.5463,60.374527,91.84354,90.71849,101.40515,100.40483,5.556,5.675,4.569,3.338,11.894,14.619,375.11212,9.143024,1384.7557,245.96846,48.500053,61.502636,51.180016,87.65322,463.39005
1518697320,59.187775,60.25056,90.74874,90.25118,100.468704,98.185974,5.363,5.012,5.45,3.3,11.475,15.612,374.211,7.2223015,1375.904,297.06482,48.500053,61.573593,51.128628,87.65038,463.33997
1518697380,59.436897,60.75029,90.6868,91.0004,100.561584,100.37501,5.363,5.35,4.875,3.738,12.838,17.187,374.02908,8.599063,1382.2538,290.31073,48.500053,61.519085,51.5,87.65606,463.0099
1518697440,58.03164,60.62536,90.62485,89.87531,100.78085,99.998695,5.481,5.125,4.525,3.325,12.281,14.487,373.32303,9.675252,1385.0806,293.87305,48.500053,61.543053,51.15004,87.647545,463.0299
1518697500,58.343506,59.656887,92.03206,92.50008,100.907265,97.87621,5.325,5.388,4.731,3.381,11.762,14.9,373.68195,9.251889,1384.0713,277.40613,48.500053,61.503452,51.24996,87.67166,462.88
1518697560,57.77113,60.08269,92.3539,92.000175,101.853165,98.771866,5.387,5.592,4.8,3.154,11.742,14.346,373.65622,8.665531,1382.1687,263.43616,48.500053,61.5526,51.183346,87.670815,463.19006
1518697620,57.750214,59.749863,91.0625,90.68674,98.09536,98.904175,5.95,5.093,5.019,3.505,12.006,15.969,374.5191,9.476023,1391.9138,253.53102,48.500053,61.566628,50.95008,87.97522,463.03992
1518697680,58.156197,59.71887,94.625626,92.50006,99.31299,98.00012,5.269,4.888,4.681,3.187,11.938,14.581,374.9377,9.65533,1386.7395,249.46902,48.500053,61.516663,51.03994,87.96435,462.70007
1518697740,57.99934,60.312546,94.18798,91.18833,100.123024,98.87436,5.612,5.575,4.888,3.663,11.825,13.937,374.38116,8.713008,1385.5795,297.2501,48.500053,61.519993,51.2,87.96813,462.7599
1518697800,58.49944,59.437046,92.49933,91.24928,100.123024,99.126755,5.688,5.438,4.813,3.338,11.862,13.688,375.04712,9.759925,1380.591,285.9989,48.500053,61.512497,51.2,87.97522,462.39
1518697860,57.74929,58.906322,92.094,91.34452,99.563225,99.43652,5.456,5.356,5.075,3.537,12.519,15.15,373.8805,9.2117815,1384.2454,260.15598,48.500053,61.519993,51.116734,87.983734,462.84998
1518697920,57.781586,60.84423,91.68867,90.50008,98.03087,97.52973,5.244,5.019,4.806,3.575,11.844,16.425,373.2365,9.578484,1396.5774,260.96722,48.500053,61.549973,51.27494,87.987274,462.55994
1518697980,57.311935,59.968735,92.28118,91.03087,103.96683,100.843094,5.675,5.331,4.856,3.513,12.5,14.144,374.42014,9.251889,1386.4148,245.56143,48.500053,61.566628,51.09996,87.97168,462.2401
1518698040,57.812958,59.874794,93.81362,92.125465,98.56487,99.93903,5.25,6.05,4.638,3.375,11.862,15.65,374.0389,10.760589,1391.2408,302.81393,48.500053,61.500008,51.10008,88.08729,462.2401
1518698100,57.750214,60.124657,90.6868,88.87468,99.43681,100.99913,5.275,5.387,5.362,3.863,12.25,15.1,373.6962,9.182611,1385.9043,297.31186,48.500053,61.500008,50.999924,88.12559,462.30994
1518698160,58.750416,59.18718,90.93727,90.56357,105.875824,101.311195,5.55,4.75,4.788,3.912,12.725,16.175,373.35352,10.013943,1386.902,289.87283,48.500053,61.586826,50.9,88.12559,462.0199
1518698220,56.938244,58.187717,91.18773,91.81309,103.75013,99.9987,5.663,5.488,5.025,3.356,12.45,15.15,373.55984,9.143024,1387.25,206.49948,48.500053,61.573257,51.10008,88.10005,461.93005
1518698280,57.687473,60.438442,91.43821,88.43787,99.81346,98.37414,5.213,5.05,4.675,3.425,11.988,15.638,374.44934,10.176673,1392.9115,234.56006,48.500053,61.559692,50.999924,88.281624,461.93005
1518698340,58.8759,59.603622,90.6868,90.18769,100.93822,96.00155,5.663,5.525,4.55,3.612,12.5,15.2,374.06778,10.420769,1392.9115,228.18777,48.500053,61.546127,51.2,88.281624,461.62
1518698400,57.99934,60.75029,92.437386,89.75088,101.37677,103.06425,5.8,5.863,4.775,3.275,12.35,13.863,373.70605,9.433331,1389.2455,214.93787,48.500053,61.532562,50.975002,88.27453,461.84998
1518698460,57.71792,59.31211,92.87503,91.06261,101.75083,101.03126,5.231,5.362,5.012,3.594,13.05,16.019,373.3443,10.685206,1386.7512,278.5318,48.500053,61.518997,51.27494,88.25893,461.23007
1518698520,57.18737,59.50096,90.436325,91.5007,100.81439,96.37326,5.562,5.419,4.838,3.663,12.488,14.737,374.78073,10.61837,1390.5912,284.93777,48.500053,61.505432,50.999924,88.47454,461.63
1518698580,57.49924,59.24916,91.688675,92.06197,98.0644,98.438385,6.187,5.575,5.125,3.575,12.7,15.1,374.35596,11.606162,1389.2455,290.74866,48.500053,61.583282,51.2,88.53696,461.38998
1518698640,58.49944,60.06268,93.374626,91.81309,99.68964,102.25197,5.462,5.287,5.125,3.462,11.812,16.513,374.84027,9.59556,1391.2408,207.43706,48.500053,61.547344,50.949963,88.53696,461.55994
1518698700,57.812958,59.812813,92.873695,91.12484,100.06111,99.68663,5.363,5.037,5.225,3.425,12.688,14.163,373.79684,11.161391,1394.2572,233.75162,48.500053,61.55711,50.933308,88.53128,461.15
1518698760,58.062088,60.000694,90.6868,90.37563,99.18916,100.99913,5.063,5.8,4.963,3.512,11.663,14.462,373.79715,10.68731,1390.916,260.68933,48.500053,61.500008,50.9,88.53696,461.19003
1518698820,58.68767,60.125626,92.99893,91.5007,101.25037,99.998695,5.963,5.569,5.112,3.575,12.787,15.35,374.0075,10.074966,1379.5817,247.52927,48.500053,61.539978,50.980034,88.53412,460.91
1518698880,58.594482,59.937744,93.77995,89.87532,99.34395,101.40527,5.731,5.312,5.037,3.387,12.506,15.881,375.1253,12.797827,1397.2502,242.34158,48.500053,61.578526,51.050003,88.766754,461.02988
1518698940,58.56311,60.49946,91.34395,89.28104,100.592545,98.78027,5.375,5.088,4.85,3.569,13.094,15.025,373.7901,10.892688,1123.9257,223.18536,48.500053,61.566628,51.033386,88.69547,460.93002
1518699000,57.812035,59.28112,91.53112,92.34388,100.280396,101.343315,5.337,5.056,4.562,3.094,12.425,16.181,373.3968,12.966714,1396.241,254.84198,48.500053,61.549973,50.914276,88.68094,460.88998
1518699060,57.750214,59.39637,90.96824,90.62452,101.498024,99.21854,5.559,5.506,5.344,3.725,12.938,16.225,373.48657,11.400884,1395.0809,253.96895,48.500053,61.5583,51.09996,88.68483,459.51984
1518699120,58.687675,59.18718,91.43821,89.25056,103.37348,98.56229,5.412,5.2,5.3,3.762,12.538,15.012,373.38892,12.065539,1394.9069,273.43954,48.500053,61.599937,50.9,88.71285,460.92
1518699180,57.71884,59.388233,92.21924,91.28102,103.03296,100.28093,6.163,5.556,4.919,3.619,12.325,16.013,373.59576,13.646263,1403.5846,234.12497,48.500053,61.596687,51.080048,88.68259,460.44003
1518699240,57.93752,59.906754,92.5936,90.09373,100.530624,99.53061,5.331,5.031,5.037,3.675,12.512,15.231,374.97464,12.504911,1394.0715,254.40686,48.500053,61.547943,50.949963,88.971725,460.36996
1518699300,58.374878,60.250557,91.46918,90.28166,102.937515,101.499344,5.381,5.531,5.356,3.694,12.475,15.088,373.86505,12.070963,1393.9092,271.00012,48.500053,61.549973,51.125,88.87173,460.44003
1518699360,58.874977,60.469433,90.18721,90.62453,102.68727,100.90505,5.8,5.194,5.362,3.713,13.056,15.444,373.51913,10.404496,1388.4102,258.0618,48.500053,61.592075,51.050003,88.87173,460.22006
1518699420,58.12483,59.8961,92.37454,91.22896,100.460106,99.31338,5.338,5.192,5.058,3.763,12.413,15.092,373.2424,12.948722,1392.1381,280.145,48.500053,61.584084,50.966618,88.856125,460.46005
1518699480,58.4367,60.25056,93.12416,90.436584,99.68964,98.93861,5.688,5.238,4.888,3.563,12.738,15.2,374.93918,12.993103,1401.2412,285.43747,48.500053,61.576088,51.2,89.17529,460.0001
1518699540,58.31306,60.500423,91.50015,90.436584,101.24779,99.374565,6.275,5.825,5.738,3.575,12.738,16,374.61182,11.503523,1382.5863,282.80994,48.500053,61.568092,51.077824,89.09727,460.08994
1518699600,58.312134,60.312546,89.186676,91.06135,100.31392,99.18642,5.25,5.287,5.738,3.713,13.213,15.575,373.93207,13.591833,1159.263,235.49768,48.500053,61.5601,50.9,89.093956,460.0499
1518699660,58.062088,59.24916,93.875565,89.43849,104.99872,99.126755,6.087,5.65,5.25,3.85,12.65,15.612,374.44934,11.743014,1397.5752,225.56024,48.500053,61.552105,51.083336,89.081665,459.88998
1518699720,57.438343,59.750828,89.3752,91.18833,102.87302,98.25023,6.075,4.8,4.675,3.425,12.9,18.338,373.23605,12.472365,1398.9209,232.87576,48.500053,61.54411,51.2,89.09821,459.99008
1518699780,58.719048,60.375496,91.65636,89.93754,101.34324,100.8454,5.606,6.162,5.45,3.625,12.644,18.281,373.6651,12.070963,1393.0854,251.46774,48.500053,61.536114,51.00004,89.20295,459.75006
1518699840,57.49924,60.312546,90.12391,91.62515,101.185875,102.56403,5.9,4.962,5.463,3.713,12.937,16.025,373.3021,10.502134,1389.5703,241.18503,48.500053,61.528122,51.199944,89.21146,459.54987
1518699900,57.9366,59.24916,89.8115,90.18769,102.24872,100.37501,5.312,5.037,5.362,3.312,12.725,15.337,374.1703,11.723464,1389.9183,290.3725,48.500053,61.520126,51.2,89.34976,459.5699
1518699960,57.438343,60.06268,92.18692,90.62452,102.56345,99.9987,5.562,5.337,5.5,3.625,12.688,15.062,374.58768,11.430209,1389.9183,291.6245,48.500053,61.51213,50.80008,89.3753,459.26984
1518700020,57.687473,58.937313,92.00108,89.187065,102.68728,99.06251,4.925,5.1,4.813,3.825,12.238,16.137,375.08856,11.8456545,1416.253,248.87671,48.500053,61.50414,51.299923,89.4065,459.5799
1518700080,58.812237,59.387463,90.71912,91.3115,102.43704,99.188705,5.637,5.131,5.644,3.65,12.719,16.35,373.84473,12.60255,1390.5796,234.12497,48.500053,61.60477,51.255486,89.36764,459.22003
1518700140,57.718845,59.624928,89.62567,90.093735,101.71988,101.50164,5.431,5.312,4.981,3.55,12.65,16.419,373.85034,13.5063,1402.5753,213.78131,48.500053,61.615513,50.975002,89.49375,459.10992
1518700200,57.812344,60.207947,91.18863,90.35362,102.29344,99.998695,5.729,5.679,5.279,3.871,13.208,16.2,374.33307,11.811441,1395.1389,269.14642,48.500053,61.62625,51.3,89.64425,459.0799
1518700260,58.156197,59.561977,90.99921,90.656265,102.811104,101.219406,5.7,5.106,5.331,3.775,12.719,16.556,373.75903,14.5076885,1398.7468,285.37292,48.500053,61.636993,51.133385,89.6434,459.11993
1518700320,57.104332,59.562946,94.874756,91.0004,102.50154,99.75088,5.638,4.762,5.55,4.013,12.775,16.188,373.84473,14.437947,1399.2457,234.43655,48.500053,61.64773,50.999924,89.562546,459.16998
1518700380,56.938244,59.68691,90.00002,90.25118,103.81204,99.68663,5.819,5.412,4.925,3.563,12.925,15.187,373.27017,14.686824,1395.9047,300.0629,48.500053,61.658474,51.15004,89.59943,459.0699
1518700440,58.187572,58.87533,91.62404,91.87404,106.06156,103.56447,6.275,5.425,5.262,3.512,13.025,15.437,373.92612,13.5063,1397.9232,208.06027,48.500053,61.669216,51.2,89.580986,458.80988
1518700500,57.974243,59.854134,90.87532,92.333725,104.79062,102.33457,5.838,5.867,5.162,3.617,13.4,16.788,373.51913,13.660695,1393.128,238.10649,48.500053,61.679955,51.066616,89.626854,458.61993
1518700560,57.74929,59.624928,92.28117,90.49881,105.3444,100.9693,5.7,5.519,5.181,3.281,12.831,15.662,373.40286,16.664858,1404.2458,256.5319,48.500053,61.690697,51.13331,89.74341,458.5699
1518700620,57.90615,59.31211,93.18745,91.16716,106.46916,102.03169,5.206,5.325,5.887,3.831,12.812,15.844,374.57248,12.46053,1392.4126,288.65448,48.500053,61.701435,51.10008,90.08101,458.5799
1518700680,58.12483,59.1252,92.437386,89.687386,101.43868,99.87479,5.663,5.35,5.025,3.188,13.175,14.275,374.20935,14.019497,1404.9071,201.12653,48.49286,61.712177,51.266693,90.064224,458.45
1518700740,57.8757,60.18664,91.43821,89.43849,105.18961,103.188156,5.55,5.9,5.5,3.475,12.788,16.175,374.6782,13.053479,1397.2504,247.7482,48.485664,61.72292,50.9,90.05619,458.37994
1518700800,57.750214,58.187717,94.37381,90.875946,105.251526,102.31162,5.213,5.625,5.638,3.625,13.263,15.75,375.147,14.019497,1402.9117,288.12677,48.47847,61.733658,50.999924,91.23781,458.27008
1518700860,58.187572,60.18664,91.24968,88.68675,106.37629,100.99913,6.475,5.725,4.688,2.95,12.888,16.9,374.46332,14.019497,1399.2457,280.18802,48.471275,61.7444,50.9,90.068954,458.18
1518700920,57.780663,58.969276,89.64542,89.90579,103.90491,103.09178,5.512,5.225,5.244,3.625,12.884,16.681,373.57913,14.856397,1291.5864,241.31134,48.46408,61.75514,51.050003,90.05902,457.97
1518700980,57.90615,59.874794,89.90576,89.15659,103.65468,100.21898,5.613,5.456,5.75,3.831,13.031,16.869,373.27496,12.43517,1396.5775,258.4043,48.456886,61.76588,51.050003,90.04059,457.93997
1518701040,58.031635,58.624496,91.218704,89.46896,103.34253,102.155594,5.269,5.056,5.237,3.469,12.819,16.75,374.08148,13.951071,1396.415,242.3135,48.44969,61.776623,51.09996,90.06659,457.8699
1518701100,57.124626,59.530987,91.53246,89.78134,107.72032,104.49835,5.744,5.388,5.162,3.637,14,15.35,374.14618,13.403661,1393.4104,269.4674,48.442497,61.78736,51.050003,90.21294,457.71
1518701160,57.9366,59.375065,91.75062,89.06262,103.873955,103.876526,5.55,5.087,5.738,4.05,13.213,14.563,373.42267,13.088581,1394.9069,291.43924,48.435307,61.798103,50.966694,90.23776,457.68997
1518701220,57.438343,58.2497,92.00108,91.37626,106.62394,102.43554,5.675,5.25,6.137,4.013,13.313,15.213,374.82144,14.019497,1399.5706,233.56073,48.428112,61.67919,51.10008,90.43777,457.58987
1518701280,58.53174,58.770737,91.99974,90.781975,105.6875,103.220276,5.281,5.4,5.65,3.612,13.313,17.256,374.07263,11.5337105,1390.5912,296.12723,48.420918,61.71735,50.919987,90.407974,457.59988
1518701340,57.656097,59.780853,90.12526,91.0004,105.43727,103.40614,5.719,5.5,5.256,3.956,13.644,18.1,375.04047,12.211996,1400.9163,212.59387,48.413723,61.62754,50.799965,90.44627,457.39993
1518701400,58.71904,59.937744,90.18721,89.593414,110.844376,104.3125,5.825,5.55,5.437,3.687,13.513,17.131,373.60052,10.404496,1387.0876,267.06165,48.40653,61.696552,51.039986,90.44699,457.34988
1518701460,56.99914,59.437046,92.49933,91.24928,108.44007,101.62325,5.063,5.863,6.45,4.475,13.587,15.45,373.6769,12.549293,1401.74,226.06274,48.494164,61.765564,50.899925,90.40939,457.47
1518701520,58.250313,58.375603,92.81175,91.56165,105.18961,101.311195,5.45,5.337,4.963,3.888,13.8,15.738,374.03076,10.153426,1389.9067,229.77945,48.500053,61.663616,50.960003,90.63423,457.14993
1518701580,57.750214,59.68691,92.749794,90.1242,107.186325,102.687935,6,5.475,5.6,3.462,13.563,15.675,373.8983,12.871056,1413.2368,274.001,48.500053,61.80007,50.9,90.625015,457.0601
1518701640,57.375603,59.40702,91.50015,89.75088,106.25246,104.81271,5.5,5.087,5.162,3.863,13.613,17.463,374.1703,11.17455,1381.9135,273.74835,48.399933,61.621662,51.2,90.66899,456.89993
1518701700,58.49944,59.18718,90.31244,90.25118,103.435394,101.81142,5.363,6.2,6.325,3.956,13.375,17.65,375.147,12.726817,1394.2572,301.56192,48.48003,61.622143,50.999924,90.74984,456.6299
1518701760,58.12483,59.437046,91.06384,90.812454,107.12441,102.49979,5.5,6.1,5.075,4,14.037,16.462,374.78073,12.586277,1391.5889,288.12677,48.399933,61.599937,51.079956,90.793816,456.76004
1518701820,58.49944,59.562946,90.624855,89.62389,106.06156,103.376305,6.713,5.725,5.887,3.488,12.712,18.063,379.37946,21.004204,1420.2439,305.12704,48.500053,61.644352,51.2,88.33127,456.73
1518701880,58.999542,61.375923,92.749794,90.74896,105.93774,103.50022,5.312,5.138,4.688,3.625,12.25,14.113,360.9788,10.990326,1385.5795,241.12326,48.460007,61.725372,50.937473,88.50008,456.49002
1518701940,57.84433,59.780853,89.40617,89.719124,104.09323,102.96788,5.275,5.056,5.169,3.156,12.406,15.638,374.91125,10.339404,1390.5796,250.09503,48.47495,61.76181,51.09996,89.303665,456.39993
1518702000,56.645443,60.08334,91.791016,90.27151,103.08456,103.145325,5.25,5.592,5.154,3.567,13.116,15.979,373.463,10.339404,1386.9097,273.97855,48.614307,61.79825,51.066692,89.13793,456.3699
1518702060,58.31306,60.000694,90.93727,89.25056,104.06485,103.81228,5.125,5.1,5.125,3.425,12.888,15.275,375.147,10.79505,1388.5725,288.62643,48.500053,61.69039,51.2,89.4065,456.20996
1518702120,57.2495,60.104645,88.957756,91.001236,107.084854,105.58522,5.475,5.342,5.258,3.625,13.433,16.375,374.36563,11.400884,1372.6866,261.77292,48.500053,61.638702,51.2,89.44149,456.33987
1518702180,58.49944,59.68691,89.87614,90.06325,104.37442,102.93575,5.325,5.438,4.938,3.188,12.838,14.412,374.59494,8.680637,1377.2498,281.1874,48.399933,61.599937,51.2,89.43062,456.34988
1518702240,58.4367,59.50096,90.31244,90.56357,103.68822,102.43554,5.6,5.387,5.5,3.713,12.45,15.738,375.10452,9.505907,1387.5748,291.0013,48.500053,61.629917,51.2,89.441765,456.03003
1518702300,57.49924,59.50096,90.74874,89.99976,105.31344,104.81271,5.012,5.2,4.863,3.087,13.463,15.263,373.87726,5.0018463,1368.9202,283.37698,48.41662,61.699867,51.066616,89.45048,456.19995
1518702360,57.061882,58.749428,90.99921,89.06262,101.939156,102.25197,5.5,5.813,5.012,3.287,12.35,17.375,373.48886,8.000851,1368.9202,261.8122,48.471447,61.66042,51.07143,89.44811,456.07007
1518702420,57.8757,59.375065,90.81338,89.99976,103.24966,101.43969,5.363,5.337,5.025,3.012,13,15.15,373.47714,8.798468,1387.5748,266.6855,48.449993,61.683212,51.13331,89.456154,455.80005
1518702480,57.061886,59.43801,91.15677,89.49945,108.09438,103.34419,5.669,5.506,5.256,3.281,13.344,16.944,373.54684,8.798468,1398.074,272.1258,48.452938,61.649902,51.142902,89.44729,455.78003
1518702540,58.3758,58.437584,90.1872,89.375,102.50154,103.06425,5.5,5.975,5.112,3.625,13.75,16.325,373.34897,7.6671867,1036.9397,240.50006,48.456043,61.599937,51.340054,89.45048,455.61987
1518702600,57.250114,59.24916,90.250496,89.562935,104.498245,101.81142,5.175,5.25,5.25,3.725,14.2,15.413,374.12427,8.997871,1383.9089,236.7497,48.486313,61.639908,51.2,89.68737,455.61987
1518702660,57.312855,58.854023,91.24968,90.06325,105.06063,103.56447,5.075,5.337,5.55,2.837,13.075,15.638,373.81744,7.665863,1385.9043,213.18619,48.475464,61.62265,51.400078,89.62496,455.45996
1518702720,56.968693,59.21817,92.50069,90.74896,103.71916,104.62456,5.381,5.319,5.269,3.631,13.887,16.256,373.51062,8.748616,1386.2407,286.84387,48.4773,61.64895,51.050003,89.62212,455.67993
1518702780,58.18757,59.812813,92.06168,89.093094,104.87489,104.53048,5.906,5.5,5.537,3.688,13.3,16.65,373.2038,9.411126,1378.7463,264.4678,48.49909,61.77148,51.09996,89.64624,455.47998
1518702840,57.124626,58.875336,91.093475,89.813095,104.43633,102.68794,5.431,5.156,5.206,3.431,13.563,16.156,374.70303,7.333258,1385.742,248.18614,48.48945,61.795624,51.050003,89.846954,455.28003
1518702900,58.312134,59.28209,89.06144,91.062614,106.56203,103.56218,5.556,5.575,5.441,3.425,13.081,15.881,374.0514,7.6505036,1385.4054,258.81134,48.479805,61.61075,51.17502,89.83774,455.4099
1518702960,57.999954,60.83358,90.2083,89.83299,104.85012,103.93925,5.567,5.242,5.358,3.675,13.429,15.404,373.88153,8.942481,1382.4703,265.0854,48.47016,61.62516,51.133385,89.84483,455.1399
1518703020,57.750214,60.25056,91.75062,90.06325,108.68772,105.436844,5.213,5.467,5.162,3.338,13.666,14.475,373.71167,8.713008,1391.5889,218.43561,48.460518,61.639572,51.10008,89.83064,455.06006
1518703080,57.812958,59.375065,91.75062,89.75088,105.69009,102.49979,4.962,5.05,4.963,3.175,13.363,15.738,373.54178,6.999859,1385.2546,293.31442,48.45088,61.653988,50.600002,89.858406,454.78003
1518703140,56.750015,59.313084,90.99921,90.06325,107.37722,103.74803,5.513,5.725,4.713,3.125,13.75,16.988,373.37192,7.4803348,1381.9135,237.56375,48.441235,61.6684,51.2,89.84412,454.8501
1518703200,58.6563,58.078278,91.84354,87.8131,103.96683,103.50021,5.6,5.131,5.45,3.284,13.856,15.669,373.20206,6.7136345,1381.2522,276.68747,48.43159,61.68281,51.00004,89.84412,454.95996
1518703260,58.562183,60.62439,89.74956,89.43849,106.62394,104.24825,5.312,4.9,5.262,3.325,14.037,16.412,373.19357,6.999859,1382.5863,193.811,48.42195,61.697224,50.999924,89.843414,455.04004
1518703320,56.750015,60.24959,90.906296,88.969925,105.24895,105.18672,5.144,5.65,5.094,3.381,14.181,16.388,373.37445,6.176964,1378.2476,268.687,48.412308,61.599937,51.142838,89.83963,454.80005
