TIME,OCCUPANCY,RATE
03/06/2018 08:20,71,0.174019608
03/06/2018 08:25,76,0.18627451
03/06/2018 08:30,80,0.196078431
03/06/2018 08:35,80,0.196078431
03/06/2018 08:40,80,0.196078431
03/06/2018 08:45,84,0.205882353
03/06/2018 08:50,79,0.193627451
03/06/2018 08:55,80,0.196078431
03/06/2018 09:00,79,0.193627451
03/06/2018 09:05,79,0.193627451
03/06/2018 09:10,80,0.196078431
03/06/2018 09:15,81,0.198529412
03/06/2018 09:20,82,0.200980392
03/06/2018 09:25,82,0.200980392
03/06/2018 09:30,86,0.210784314
03/06/2018 09:35,85,0.208333333
03/06/2018 09:40,84,0.205882353
03/06/2018 09:45,85,0.208333333
03/06/2018 09:50,91,0.223039216
03/06/2018 09:55,91,0.223039216
03/06/2018 10:00,87,0.213235294
03/06/2018 10:05,91,0.223039216
03/06/2018 10:10,91,0.223039216
03/06/2018 10:15,96,0.235294118
03/06/2018 10:20,98,0.240196078
03/06/2018 10:25,103,0.25245098
03/06/2018 10:30,101,0.24754902
03/06/2018 10:35,101,0.24754902
03/06/2018 10:40,102,0.25
03/06/2018 10:45,96,0.235294118
03/06/2018 10:50,96,0.235294118
03/06/2018 10:55,96,0.235294118
03/06/2018 11:00,97,0.237745098
03/06/2018 11:05,96,0.235294118
03/06/2018 11:10,92,0.225490196
03/06/2018 11:15,94,0.230392157
03/06/2018 11:20,90,0.220588235
03/06/2018 11:25,93,0.227941176
03/06/2018 11:30,91,0.223039216
03/06/2018 11:35,91,0.223039216
03/06/2018 11:40,91,0.223039216
03/06/2018 11:45,89,0.218137255
03/06/2018 11:50,87,0.213235294
03/06/2018 11:55,91,0.223039216
03/06/2018 12:00,92,0.225490196
03/06/2018 12:05,93,0.227941176
03/06/2018 12:10,91,0.223039216
03/06/2018 12:15,92,0.225490196
03/06/2018 12:20,92,0.225490196
03/06/2018 12:25,92,0.225490196
03/06/2018 12:30,93,0.227941176
03/06/2018 12:35,93,0.227941176
03/06/2018 12:40,89,0.218137255
03/06/2018 12:45,87,0.213235294
03/06/2018 12:50,87,0.213235294
03/06/2018 12:55,89,0.218137255
03/06/2018 13:00,84,0.205882353
03/06/2018 13:05,81,0.198529412
