时间戳,上导摆度X,上导摆度Y,下导摆度X,下导摆度Y,水导摆度X,水导摆度Y,上机架x振动,上机架y振动,下机架x振动,下机架y振动,顶盖x,顶盖y,有功功率,无功功率,励磁电流,励磁电压,导叶开度,水头
1517264160,61.062202,66.93843,82.49974,81.18933,116.81483,119.1891,5.587,3.95,3.425,2.65,9.838,7.962,-373.19473,10.432723,1375.909,300.3162,77.11211,476.05002
1517264220,62.172707,68.10997,80.969925,77.82862,114.11078,118.532425,6.256,4.169,3.466,2.488,10.731,7.731,-376.05728,11.760176,1375.241,262.3904,77.069336,476.12006
1517264280,62.53607,67.83033,82.020485,79.26199,117.10396,117.77448,6.405,4.8,3.568,2.597,10.375,7.579,-373.43146,11.625353,1374.9619,261.88928,77.00787,476.12006
1517264340,62.244,67.625275,81.69889,78.44137,115.494606,118.18577,6.533,5.164,3.456,2.398,10.398,7.754,-373.88965,12.471459,1382.5576,228.63484,77.05706,476.06006
1517264400,61.28132,67.4059,81.7193,80.5007,115.062485,115.15461,5.731,4.281,3.344,2.406,10.15,7.656,-372.6517,14.374214,1298.5856,213.28088,77.0558,476.09995
1517264460,63.563454,66.68682,82.31097,80.811066,112.81026,119.500084,6.138,4.2,3.387,2.45,9.588,6.625,-374.4437,13.677136,1385.9054,297.93384,77.04344,476.07983
1517327640,66.835075,71.28398,120.40849,113.352684,100.416824,104.060936,5.92,3.658,2.971,2.049,12.03,8.284,-375.05884,81.5343,1589.7964,312.59903,78.68488,456.21997
1517327700,69.93703,70.395355,119.12595,111.58359,103.97846,105.437035,5.879,4.929,3.175,2.104,11.838,9.458,-384.80606,83.19652,1610.1255,261.52057,80.45665,456.32
1517327760,66.718704,71.93726,116.31315,109.249985,102.71883,102.53122,6.012,4.487,3.237,2.231,11.694,8.838,-383.46292,81.83447,1572.9019,289.93527,80.934525,456.44
1517327820,66.187744,73.187355,117.56076,108.37594,104.938286,101.12464,5.4,3.6,2.888,2.275,11.388,8.912,-384.9146,41.39301,1479.585,260.18607,80.85011,456.16998
1517327880,67.56233,71.061806,114.84442,109.03104,104.06183,106.468796,6.075,3.662,3.125,2.125,11.506,8.794,-387.35736,41.529926,1480.2412,292.4368,80.65959,456.44998
1517327940,68.33347,70.89644,113.9989,107.6872,105.66652,105.520935,5.816,3.933,3.45,2.317,11.421,8.779,-383.93753,42.334778,1478.3547,234.04137,80.747505,456.44
1517328000,68.12503,71.93748,112.62503,108.31261,103.25013,102.62509,6.137,4,3.175,2.162,10.95,7.862,-385.22006,40.673916,1459.5813,272.56143,80.89999,456.59998
1517328060,68.56255,71.93748,113.62486,108.75014,107.687485,109.562485,6.362,4.475,3.175,2.2,11.05,8.975,-386.25842,41.568935,1480.531,305.37555,80.7875,456.44003
1517328120,66.85413,70.500046,112.708176,106.29166,101.5417,102.14581,5.704,4.396,3.142,2.338,11.246,8.583,-383.3683,41.98306,1464.3561,279.75058,80.83125,456.58
1517328180,66.37497,69.499985,109.374855,106.87504,105.437416,104.87494,6.375,3.938,3.387,2.363,11.575,8.175,-385.8921,42.008713,1467.9044,278.3132,80.75625,456.66998
1517328240,67.23435,71.187485,108.81258,103.87514,102.79689,105.40617,5.853,4.2,3.3,2.475,10.644,8.481,-385.8921,40.00586,1477.6584,238.0154,80.87343,456.70993
1517328300,67.58337,70.81254,110.458244,104.49999,102.62505,103.02077,6.283,4.921,3.283,2.242,10.675,8.717,-384.42664,39.912575,1468.7952,280.85388,80.73335,456.72
1517328360,66.3125,69.33334,107.72905,104.083336,107.16669,107.562546,6.179,4.95,3.171,2.221,10.862,8.962,-386.26425,40.417103,1475.4633,259.7285,80.65625,456.85995
1517328420,65.39583,70.16666,109.02085,101.83337,104.66665,106.50007,6.004,4.492,3.463,2.317,11.354,8.313,-383.31015,39.5954,1469.6859,242.66678,80.75,456.48996
1517328480,65.52088,70.104164,108.270744,102.437386,105.18745,108.39576,5.775,4.679,3.242,2.371,11.046,8.242,-385.72925,46.339626,1490.0215,287.22906,80.76876,456.83994
1517328540,64.84373,69.687485,108.781296,103.46875,106.25,105.437485,5.956,4.262,3.063,2.253,11.231,8.331,-382.9612,53.780514,1509.2354,265.53082,80.68875,457.31998
1517328600,64.734344,69.78126,105.43768,101.703125,103.79695,104.01572,5.575,4.256,2.887,2.175,10.844,8.366,-383.65906,54.591545,1502.3859,293.13998,80.6969,456.90997
1517328660,65.89581,69.291664,106.5208,100.89576,106.1666,104.437515,6.012,4.392,2.954,2.371,10.979,8.158,-383.56464,54.941647,1502.6815,307.9378,80.70835,457.1299
1517328720,66.18745,70.562515,103.562325,100.12512,103.3749,103.74985,5.563,4.137,2.663,2.125,10.363,8.375,-382.9612,53.975857,1489.2379,281.06296,80.6625,456.99
1517328780,64.937485,70.062515,104.87511,99.70835,107.22912,109.64586,5.65,4.417,3.338,2.35,10.704,8.867,-384.46423,54.976353,1497.4637,276.4785,80.547935,457.23996
1517328840,65.55001,68.64996,103.56249,98.08754,103.5375,103.67511,6.49,4.925,3.24,2.145,10.852,8.53,-384.13358,53.75046,1508.9768,310.7496,80.625015,457.21994
1517328900,65.68751,70.354195,103.22919,100.49999,106.79168,104.56241,5.783,4.546,3.05,2.478,11.15,8.746,-384.31393,53.813072,1490.2357,289.91708,80.683334,457.1
1517328960,65.12497,69.812485,101.729095,98.79175,105.2292,108.06247,5.917,4.187,3.154,2.325,10.946,8.542,-385.64783,54.908722,1516.9086,264.3338,80.65208,457.16992
1517329020,64.708275,68.74996,101.39582,99.12509,108.18744,106.25005,5.808,4.558,3.287,2.288,10.708,8.508,-385.4579,52.30111,1513.2435,248.20871,80.60626,457.46
1517329080,65.125015,69.499985,99.87501,99.92512,105.187614,101.06235,5.7,4.325,2.9,2.125,10.465,8.888,-384.04675,53.17151,1501.9124,264.0622,80.63125,457.48
1517329140,65.03568,69.33033,100.196365,99.768,105.33036,104.18759,5.802,4.405,3.157,2.339,10.377,8.173,-383.9382,52.021893,1508.669,271.0629,80.65179,457.52994
1517329200,65.937454,70.312546,98.24992,99.187386,104.187614,109.937515,5.888,3.8,3.1,2.4,10.425,8.262,-385.50128,52.836273,1512.9077,299.81357,80.60628,457.30997
1517329260,65.91667,69.354164,101.68752,97.562454,107.083336,105.37509,5.904,4.283,3.183,2.55,10.867,8.713,-384.7648,51.680027,1500.574,286.43823,80.60002,457.71997
1517329320,65.89064,68.9219,99.43765,99.67192,108.28126,107.56235,6.166,4.519,3.075,2.403,10.453,8.738,-385.64783,52.266205,1513.9116,313.31174,80.56408,457.4
1517329380,64.8125,69.2125,99.68764,95.44994,108.962456,107.90009,6.458,4.537,2.955,2.193,11.135,8.325,-384.52435,51.840904,1421.7769,241.2379,80.548744,457.85
1517329440,64.937485,69.06252,99.12503,95.87509,111.87503,108.75014,5.862,4.412,2.95,2.363,10.55,9.088,-384.9151,53.975857,1505.5774,293.24933,80.50002,457.78998
1517329500,65.22921,70.520836,99.04175,94.06253,107.87503,107.9167,6.275,4.621,3.293,2.417,10.471,8.808,-385.24075,52.347645,1508.4637,308.31277,82.24375,457.66995
1517329560,65.02086,68.85417,100.18743,94.70833,108.77075,110.08328,6.258,4.167,3.267,2.296,11.046,8.696,-383.35202,52.347645,1508.9069,259.79254,80.55001,458.18
1517329620,65.5,69.65623,97.39076,94.56258,109.437485,106.656334,6.331,4.45,3.019,2.409,10.547,8.588,-385.64783,52.51052,1507.9065,297.99948,80.55313,458.15997
1517329680,64.88747,70.03751,97.4624,95.4922,108.587456,107.625046,6.78,4.463,3.183,2.288,10.728,8.248,-382.606,55.58803,1513.5735,321.13754,80.49554,458.08997
1517329740,64.390594,68.76559,96.26559,96.093765,109.343704,112.531334,6.106,4.444,3.475,2.497,10.806,8.928,-384.26382,55.92126,1517.2335,259.0476,80.48438,458.09998
1517329800,65.729195,68.16667,95.520996,94.37511,106.687485,109.041565,6.525,5.571,3.275,2.646,10.411,8.862,-385.56644,53.894463,1514.0175,246.20735,80.54166,458.14996
1517329860,64.62503,70.062485,95.56244,94.68744,112.75,109.25007,6.2,4.425,3.337,2.413,10.737,9.025,-384.42664,52.99915,1512.236,254.00061,80.439064,458.42996
1517329920,63.906227,70.43753,95.968704,94.12495,110.15622,113.00004,5.669,5.075,3.162,2.344,10.775,8.275,-385.6967,54.269043,1519.5735,248.0625,80.45938,458.08997
1517329980,65.062546,68.91664,96.25005,94.541595,106.99998,111.25001,5.558,4.396,3.254,2.417,10.621,9.054,-385.56644,55.893784,1521.1238,250.16687,80.4396,458.49997
1517330040,64.6875,70.187515,96.437546,95.000015,108.25013,107.56243,6.663,4.287,3.425,2.45,10.75,8.775,-385.8921,52.99915,1512.5718,246.37401,80.44998,458.48996
1517330100,64.31245,70.750015,94.31234,93.75008,109.3749,110.43744,6.238,4.325,3.15,2.275,10.65,8.412,-384.47107,53.224545,1513.2435,315.62463,80.46877,458.37994
1517330160,64.468735,68.53122,95.06252,92.18737,108.00006,112.18753,5.838,4.319,3.238,2.338,10.494,8.412,-385.61295,54.00058,1558.9038,297.7501,80.42813,458.28
1517330220,64.74996,69.37496,95.0936,92.93767,107.49994,108.81242,6.175,4,3.038,2.45,9.937,9.4,-383.31293,53.487503,1513.2435,231.81284,80.43752,458.63998
1517330280,64.34374,68.156265,95.12509,95.30013,111.65636,110.21879,5.944,4.75,3.213,2.525,10.294,8.663,-384.42664,52.30111,1510.075,273.15628,80.462494,458.44003
1517330340,63.58751,68.49997,94.387505,93.19997,108.96261,109.51259,6.378,4.472,3.525,2.25,11.08,8.545,-382.9612,54.796776,1499.506,302.0874,80.44749,458.74002
1517330400,63.729176,68.58332,94.74989,93.14568,109.14585,107.33328,6.171,4.15,3.367,2.233,10.775,8.879,-384.34525,53.406113,1503.7911,269.95825,80.399994,458.46997
1517330460,63.562473,68.81246,94.187614,92.31251,107.87503,113.43735,5.988,3.475,3.038,2.275,9.95,8.65,-384.9151,52.99915,1607.8936,277.2508,80.350006,458.65
1517330520,64.750046,69.66663,94.27076,91.06245,112.35424,113.85424,6.171,4.25,3.125,2.542,10.308,8.729,-384.42664,57.1296,1519.24,254.39642,80.3729,458.86996
1517330580,64.97922,68.39584,94.291756,91.79155,108.64589,108.14585,6.017,4.858,3.15,2.508,10.562,8.533,-382.12387,58.860653,1525.4604,244.68666,80.352066,458.92996
1517330640,63.837498,68.68751,94.312584,91.46424,109.299934,108.27512,5.86,4.458,3.122,2.418,10.625,8.38,-383.9382,57.590664,1517.7731,314.09976,80.32625,459.1
1517330700,64.67188,69.156265,93.031265,90.484406,111.59364,112.51785,6.969,4.675,3.069,2.5,10.862,8.4,-384.67087,57.5418,1519.2339,308.82837,80.35468,458.96
1517330760,64.71249,70.825,93.41253,91.43744,111.33755,110.18745,5.577,4.204,3.175,2.395,10.877,8.695,-383.5195,42.213505,1432.3807,275.3996,80.34499,458.93997
1517330820,64.33335,69.791664,92.66667,91.41667,109.97914,113.937614,5.783,4.342,3.067,2.367,10.767,8.862,-385.24078,29.2596,1471.4624,268.85342,80.316666,459.27997
1517330880,65.062546,70.750015,93.81262,92.687386,112.00006,113.43735,6.775,4.237,3.3,2.463,10.462,8.462,-382.1797,29.79679,1427.5737,281.12546,80.306244,459.03
1517330940,64.375,70.312515,92.145966,90.62515,110.35424,110.708336,6.042,4.425,3.263,2.483,10.679,8.463,-384.9151,29.713072,1438.0239,273.8329,80.29793,459.28998
1517331000,63.187546,68.81246,93.62493,89.06251,111.687485,112.87514,5.9,5.238,3.05,2.538,10.513,8.65,-382.96124,28.707579,1433.2393,293.43683,80.28123,459.4
1517331060,64.02081,71.29166,91.791565,90.33321,111.87512,112.43749,6.525,4.725,3.188,2.55,10.663,8.338,-385.1406,30.684011,1442.9058,225.45848,80.231255,459.34006
1517331120,64.125046,69.250015,90.81231,90.18749,112.562454,114.37492,5.862,4.325,3.288,2.263,10.57,8.6,-383.32117,28.50235,1440.5696,207.62524,80.225006,459.41
1517331180,64.70832,68.83332,91.95827,90.06254,109.750084,112.62501,6.138,3.821,3.308,2.354,10.379,8.229,-382.47278,28.392405,1435.3518,212.8331,80.25624,459.46
1517331240,64.70831,70.125015,91.60413,90.02088,109.83344,114.500046,6.804,4.117,3.271,2.488,10.542,8.75,-384.8174,27.989275,1439.7957,296.04153,80.3,459.29996
1517331300,63.625,69.28121,92.56253,89.406235,112.812515,110.25009,6.381,4.875,3.094,2.431,11.013,8.725,-383.3726,26.418482,1431.582,295.2503,80.24689,459.77
1517331360,65.12496,70.45001,92.06257,90.087524,112.07508,112.925095,5.827,4.208,3.295,2.22,10.74,8.62,-383.0589,26.939272,1432.5823,197.56134,80.225006,459.71997
1517331420,63.81246,69.499985,91.50013,88.74993,116.312386,116.75001,6.175,5.662,3.225,2.737,10.462,8.5,-383.2665,27.012568,1432.9036,293.31183,80.26249,459.58002
1517331480,63.843758,70.406296,91.24986,89.29166,110.87503,112.52076,6.279,3.979,3.125,2.446,9.992,8.604,-383.61252,26.602108,1436.9117,254.78064,80.32501,459.60995
1517331540,64.81255,69.749954,92.12498,91.12486,107.1251,108.43739,5.988,4.088,3.188,2.225,9.975,8.262,-382.9612,25.009712,1427.2428,263.29065,80.1625,459.70996
1517331600,63.500008,69.09371,90.51794,88.2501,112.37503,111.90625,6.219,4.719,3.294,2.463,10.794,8.662,-384.636,25.107384,1431.4141,225.28104,80.19687,459.57004
1517331660,65.1248,70.18688,90.87488,90.87717,113.809746,107.061264,5.838,4.95,3.425,2.4,11.075,8.738,-382.96603,26.28562,1428.2509,293.87473,80.19325,459.7099
1517331720,65.00022,70.75062,90.12471,90.498695,112.87381,115.186485,6.725,4.137,3.05,2.263,10.85,8.3,-382.35403,25.009203,1427.9071,268.06482,80.13092,460.05997
1517331780,64.7496,68.78056,90.68733,89.09537,109.750244,111.46869,6.275,4.444,3.069,2.456,10.519,8.318,-384.42322,25.183681,1422.9178,288.8123,80.35569,459.7799
1517331840,63.80073,69.62435,90.750435,89.349495,108.92368,113.71388,6.08,4.71,3.197,2.433,10.42,8.36,-383.93362,25.986288,1428.8402,303.5013,80.152145,460.08008
1517331900,64.57794,69.78217,89.59188,88.76482,109.26676,109.68887,6.222,4.741,3.309,2.469,10.503,8.813,-382.72122,25.427954,1427.0544,285.63904,80.148926,460.19006
1517331960,63.687737,69.43624,90.623344,88.232025,110.376076,116.93909,6.388,4.813,3.05,2.512,10.688,8.925,-384.91284,25.009203,1433.2367,253.1867,80.093796,459.99988
1517332020,64.58765,69.7371,89.47516,87.739235,112.55017,112.96202,6.167,4.507,3.09,2.447,10.765,8.153,-382.57434,26.602057,1430.5154,250.97443,80.06994,460.17987
1517332080,64.73439,68.65546,90.52957,88.99952,108.797386,110.84517,6.107,4.781,2.941,2.334,10.491,8.541,-383.38672,26.729969,1432.8252,232.37595,80.04066,460.39984
1517332140,64.20828,70.64611,90.66747,88.56369,113.48085,111.58276,6.096,4.933,3.196,2.433,11.046,8.596,-382.00165,25.986288,1135.368,260.3136,80.110146,460.42987
1517332200,63.687737,70.70103,90.558495,89.12731,114.09376,113.21872,6.041,5.251,3.249,2.547,11.141,8.743,-382.44675,25.986288,1189.678,260.81088,80.11179,460.42987
1517332260,63.687737,70.20607,89.91814,89.12731,113.42503,112.17203,6.006,4.832,3.325,2.646,10.838,8.824,-382.89185,25.986288,1394.169,271.73886,80.11796,460.77002
1517332320,63.624,70.12357,90.12471,87.62323,110.438095,106.81237,6.425,4.912,2.85,2.463,10.163,8.262,-383.44983,26.499428,1434.2437,302.62723,81.18112,460.38992
1517332380,64.31356,68.4987,90.376236,87.93781,111.937874,113.18499,6.276,4.429,3.235,2.35,10.937,8.612,-382.8681,25.465176,1422.9213,296.8138,80.13756,460.63992
1517332440,63.77466,68.9123,89.037415,87.59964,115.06257,110.90039,6.113,4.955,3.18,2.32,10.59,8.62,-382.54636,25.072926,1431.9791,238.6726,80.082664,460.26007
1517332500,64.374405,70.25018,88.74795,88.87663,113.05987,111.99758,6.325,3.838,3.475,2.363,11.25,8.413,-384.02792,25.009203,1424.2476,299.75293,80.03148,461.17993
1517332560,63.417324,69.33375,89.686386,87.582275,112.894485,114.60229,6.188,4.488,3.087,2.55,10.55,8.437,-382.80283,23.984068,1429.2498,248.97931,80.03103,460.7899
1517332620,63.93691,69.50055,89.02006,86.54186,111.98109,112.16869,7.008,4.712,3.129,2.762,10.529,8.85,-383.8261,25.497746,1428.0299,266.60214,79.98154,461.06
1517332680,63.844193,69.486885,90.37514,86.69915,110.87366,108.62616,6.29,4.322,3.1,2.252,10.962,8.87,-382.1267,25.226334,1316.501,254.57971,80.04541,460.66003
1517332740,63.436638,68.791115,89.79229,87.397125,112.97905,113.85388,6.13,4.867,3.133,2.312,10.666,7.726,-382.3785,24.872519,1419.2454,240.98071,79.970924,460.84998
1517332800,65.01616,69.25009,88.67183,89.048676,109.68681,113.155174,6.446,4.509,3.134,2.256,10.322,8.184,-382.788,24.404636,1424.2476,292.81305,79.9718,461.09006
1517332860,63.26956,68.354,90.31299,87.64453,110.39675,110.2277,5.808,4.157,3.042,2.408,10.517,8.141,-382.31323,23.984068,1425.0253,253.70699,80.00231,460.8301
1517332920,64.68732,69.82889,89.12524,86.21868,114.23544,117.20223,6.147,4.491,3.097,2.575,10,8.157,-385.5983,24.752918,1428.4105,248.59254,79.97943,461.46
1517332980,63.031498,69.357864,87.90732,86.62543,112.09292,112.15573,6.356,4.284,3.275,2.537,10.706,8.762,-382.00812,24.496635,1427.2439,247.03168,79.97844,461.19012
1517333040,62.57145,69.24934,88.00219,86.62542,112.12393,112.99833,6.325,5.1,3.187,2.4,11.388,8.925,-383.0819,23.593235,1424.5668,283.37286,79.86838,461.46
1517333100,62.71931,69.12423,88.26695,86.98424,110.71196,108.829414,6.131,5.125,2.972,2.359,10.631,8.379,-382.06412,23.300112,1415.7373,291.06372,79.96452,462.02008
1517333160,64.31259,69.68746,87.47855,86.1044,111.66536,113.064,6.058,4.683,3.138,2.296,10.517,8.804,-383.78387,23.006987,1422.3483,298.95776,80.570724,460.95
1517333220,63.85385,68.791115,87.16672,86.3291,111.74993,113.10549,5.996,4.917,3.346,2.562,10.637,8.308,-382.85724,22.664892,1423.3551,260.16635,79.90418,461.16006
1517333280,63.577644,68.53186,89.17267,86.23342,112.0309,112.954254,6.063,4.288,3.369,2.628,10.372,8.656,-382.92523,23.739798,1422.166,230.81067,79.88429,461.27997
1517333340,63.499416,68.250496,87.522675,86.66638,113.289154,110.6477,6.025,4.646,3.212,2.346,10.458,8.359,-382.06213,23.286152,1424.2476,241.52063,79.90789,460.91006
1517333400,64.75033,68.89135,88.37396,87.12556,113.97043,111.42072,6.747,4.834,3.103,2.291,10.919,8.744,-383.0628,23.39782,1419.9924,298.00064,79.91115,461.24994
1517333460,63.853848,69.45835,86.83282,85.60304,112.37389,114.06302,6.884,4.971,3.317,2.337,10.992,8.637,-382.57434,23.006987,1251.5961,284.18765,79.87059,462.43
1517333520,62.512012,69.325905,87.67389,84.810684,112.76217,114.800705,7.055,5.255,3.082,2.25,10.513,8.813,-383.66486,22.391216,1420.7157,283.9489,79.85147,462.08984
1517333580,63.666496,69.416145,88.4567,85.56207,114.12361,118.31144,6.805,5.008,3.183,2.296,10.425,8.85,-384.26004,22.750416,1423.0195,254.64548,79.77909,462.3699
1517333640,63.521626,69.249344,88.105156,85.27044,113.04295,113.041534,7.042,4.825,3.196,2.412,10.5,8.575,-384.54562,21.457375,1415.1356,279.16742,79.82728,461.68988
1517333700,63.387577,68.76218,88.70117,86.462234,112.87494,111.41372,6.095,5.062,3.142,2.358,10.488,8.058,-381.1622,21.492735,1406.5886,242.53174,79.849815,461.46
1517333760,62.873596,68.188194,86.938736,85.6866,114.49761,113.75018,7.425,5.9,3.187,2.55,10.412,8.55,-383.2739,21.240337,1418.9178,242.93814,79.78087,462.14993
1517333820,63.730232,68.60421,88.06397,87.144806,109.498405,113.188446,6.934,4.25,3.15,2.5,11.246,8.408,-381.334,21.057457,1412.8105,227.70665,79.823296,461.4699
1517333880,64.00065,68.87553,87.43736,85.6227,113.56167,110.87758,6.188,5,3.037,2.45,10.412,7.838,-382.42203,23.097878,1424.2476,235.18692,79.7623,461.38995
1517333940,63.250244,68.87553,86.87695,84.87557,112.501686,109.311646,5.562,4.488,2.964,2.363,10.4,7.587,-381.2956,23.513622,1452.2465,255.81366,79.78087,461.92996
1517334000,62.353046,69.50055,87.08288,85.37366,113.31171,116.77142,5.871,4.579,3.221,2.275,10.246,7.837,-384.09683,23.038506,1398.9135,266.64532,79.74197,462.61
1517334060,63.832607,68.81222,87.68889,86.20926,110.54147,116.14574,6.354,4.633,3.058,2.413,10.666,8.584,-381.71976,21.079838,1403.4613,223.14584,79.82108,462.19983
1517334120,62.854282,69.061424,87.31234,85.95694,113.24781,113.98006,6.871,4.917,3.042,2.225,10.391,8.433,-383.7401,22.579369,1422.8066,261.1225,79.764946,461.85
1517334180,63.625443,68.2824,87.85878,86.23465,115.10795,114.67185,6.26,4.922,3.541,2.431,10.731,8.484,-380.43356,22.713762,1417.6592,283.84555,79.79082,461.88998
1517334240,62.79247,69.042336,87.83451,86.0831,111.37405,108.04127,6.225,5.042,3.133,2.396,10.108,7.792,-382.02597,22.664892,1418.9097,219.95937,79.72407,462.03995
1517334300,63.06192,69.62617,87.499146,84.939476,113.43763,114.81314,5.987,4.338,2.85,2.125,10.038,8.274,-381.98682,23.946487,1415.2339,292.8734,79.69998,462.10004
1517334360,63.093792,69.37444,87.47046,85.467865,112.374825,113.405365,6.525,4.525,3.294,2.444,10.369,8.175,-381.98682,24.170456,1418.9056,272.93878,79.718544,461.8999
1517334420,62.499847,68.81222,87.37559,85.313034,116.561195,113.68796,6.6,4.381,2.934,2.425,10.706,8.626,-382.31323,22.080872,1400.252,272.06412,79.721855,462.3801
1517334480,64.68731,68.562004,87.56093,84.68879,111.06394,114.62648,6.099,5.362,3.3,2.3,10.4,8.288,-381.0076,23.115551,1415.9215,268.43588,79.69998,462.4399
1517334540,63.015564,68.39168,86.64198,84.68879,112.14225,113.25111,6.316,5.406,3.022,2.454,10.391,8.44,-383.04666,23.871328,1421.0731,288.03186,79.60451,461.99997
1517334600,62.93734,69.686455,88.18753,84.374214,110.9399,116.43612,6.912,4.912,3.037,2.5,10.563,8.3,-381.86932,25.009203,1420.2443,282.50116,79.62439,462.42004
1517334660,63.521626,68.4997,87.79332,85.16557,113.71014,113.31289,6.667,4.617,3.146,2.321,10.525,8.233,-382.53082,23.115551,1345.2449,262.87573,79.658424,462.93994
1517334720,62.81275,69.06243,86.435684,83.125725,112.43967,116.125,6.425,4.475,3.237,2.612,10.713,8.55,-383.3289,23.006987,1422.9213,305.56046,79.66284,462.78998
1517334780,63.750515,68.56301,85.769356,84.189064,112.41712,113.2498,6.787,4.492,3.025,2.421,10.391,8.192,-383.28857,23.068054,1419.8103,278.66873,79.65623,462.4501
1517334840,62.436104,69.686455,87.81245,83.49929,109.750244,114.9376,6.325,4.225,3.138,2.412,9.988,7.55,-381.98682,21.980703,1418.9178,290.49976,79.64958,463.18002
1517334900,62.37526,69.56286,86.812965,83.46733,114.84436,115.15537,6.644,4.569,3.069,2.381,10.306,8.075,-383.22067,22.127316,1421.9143,243.15608,79.615776,462.64996
1517334960,62.186935,68.99912,86.74898,84.87557,112.12393,113.06055,5.688,4.425,3.225,2.4,10.613,8.076,-381.0076,21.980703,1418.9178,240.4997,79.66815,463.1599
1517335020,64.396614,67.499855,87.58446,84.62489,108.06254,114.04055,6.229,5.296,3.087,2.308,10.317,8.079,-381.47906,22.904358,1414.2515,275.6472,79.6045,463.1599
1517335080,62.52109,69.54075,85.47959,82.89471,112.64641,116.14402,5.846,4.225,2.992,2.471,10.288,8.037,-383.20795,23.267542,1417.5835,286.78906,79.59611,462.90988
1517335140,63.79108,68.180016,85.70905,84.480705,113.43762,114.249695,6.308,4.533,3.271,2.554,10.4,8.583,-381.4972,22.304792,1417.2429,259.83258,79.65003,462.96997
1517335200,62.771225,68.83332,86.00029,84.01867,112.311874,111.83166,6.396,5.008,3.367,2.475,10.004,8.321,-382.31323,22.640457,1415.4631,279.60327,79.50372,462.93994
1517335260,63.687737,69.37595,86.74898,83.87285,118.314674,116.37389,6.525,4,3.163,2.35,9.487,8.451,-381.98682,21.73672,1415.2339,261.3738,79.605835,463.01987
1517335320,63.124695,68.291695,85.62668,85.457214,114.084145,114.68697,5.809,4.392,3.175,2.104,10.242,7.375,-382.07584,21.221642,1415.2502,237.24843,79.55854,463.04993
1517335380,63.687737,68.21834,86.18857,84.90507,113.00067,112.53166,7.138,4.688,3.532,2.331,11.094,7.275,-381.91687,21.655392,1416.4127,239.12437,79.534225,462.89996
1517335440,62.749016,68.00129,85.93704,83.74997,112.68775,115.56501,6.05,3.9,3.15,2.312,10.412,8.35,-381.0076,21.672512,1420.9073,290.43497,79.64958,463.36002
1517335500,63.27053,68.2716,86.24887,84.0416,115.64593,115.39562,6.225,4.846,3.308,2.521,10.862,7.771,-383.853,21.056131,1403.0192,286.66736,79.539085,463.25995
1517335560,63.936913,68.938835,85.99882,84.31031,112.563705,109.000534,6.075,4.475,3.288,2.5,10.663,7.738,-381.98682,21.980703,1270.5977,249.93546,79.53688,463.29993
1517335620,64.498985,68.62531,87.185844,83.87285,112.99785,113.37685,6.763,4.137,3.387,2.337,10.125,7.725,-382.96603,21.677826,1420.2443,215.37303,79.49312,463.50006
1517335680,63.18651,67.624466,84.935356,84.87557,109.81226,113.99907,5.938,4.25,3.237,2.55,10.5,8.25,-381.98682,21.980703,1412.9006,296.50165,79.513016,463.47992
1517335740,63.87462,68.46855,86.18857,83.187164,111.68979,115.50018,6.3,4.787,3.3,2.356,11.288,8.369,-380.518,22.612263,1419.581,270.7801,79.49709,463.88983
1517335800,62.84462,67.594315,86.78208,83.90726,110.92768,110.84387,6.375,4.913,3.425,2.119,10.269,8.068,-382.18265,22.094734,1417.5793,213.06415,79.48715,463.73987
1517335860,64.79668,68.76549,85.616806,84.84362,114.345375,117.141304,6.665,4.219,3.372,2.522,10.428,8.725,-382.96603,22.493845,1426.501,251.48303,79.52317,463.47992
1517335920,63.60372,68.27059,85.75024,84.561,114.73066,114.56081,6.366,5.088,3.479,2.304,10.704,7.992,-380.8852,22.172728,1419.6875,274.23163,79.43964,463.4201
1517335980,63.624966,67.08284,86.27094,85.52112,112.62385,117.85514,6.154,4.496,3.417,2.396,10.454,7.988,-382.19083,21.058985,1414.4725,288.37347,79.44804,463.57007
1517336040,62.37584,68.48664,85.52401,83.46291,111.462006,114.30189,6.585,4.815,3.21,2.455,10.282,7.967,-381.791,21.140944,1419.306,297.91287,79.44193,463.83994
1517336100,63.373867,67.54106,86.14738,84.12517,112.16716,114.45709,6.471,4.746,3.512,2.325,10.621,8.142,-382.7049,21.841284,1413.9158,303.64423,79.44582,463.68005
1517336160,63.603718,68.4796,86.66661,86.11563,111.49996,112.10301,6.158,3.938,3.163,2.517,10.367,7.688,-381.0076,21.004766,1395.913,278.66678,79.43699,463.62988
1517336220,63.529835,69.34429,86.0948,83.7045,112.501686,113.86037,6.931,4.825,3.269,2.384,10.669,8.097,-381.2653,20.966757,1413.7479,285.57574,79.3948,464.1699
1517336280,63.061924,68.72881,85.854675,82.91763,112.64452,118.0418,6.346,4.467,3.333,2.269,10.892,7.796,-381.946,20.057428,1271.2609,247.56178,79.42506,464.1299
1517336340,63.649494,68.2503,84.012215,84.46367,112.27728,110.73758,6.72,4.153,3.082,2.497,10.643,7.575,-381.84692,20.286367,1414.502,247.00223,79.377754,464.0599
1517336400,64.18607,68.81222,85.31044,83.43538,108.18845,112.06499,6.276,4.412,3.175,2.381,10.244,7.5,-381.2458,19.001398,507.30936,256.3143,79.38704,463.86996
