时间戳,上导摆度X,上导摆度Y,下导摆度X,下导摆度Y,水导摆度X,水导摆度Y,上机架x振动,上机架y振动,下机架x振动,下机架y振动,顶盖x,顶盖y,有功功率,无功功率,励磁电流,励磁电压,导叶开度,水头
1516378200,68.87514,74.0832,121.499306,115.333015,98.520775,99.89501,5.646,4.121,3.104,2.146,11.775,8.408,-381.65878,82.5315,1603.2262,230.68623,78.30672,460.53998
1516378260,68.500084,72.52109,118.45824,114.74935,100.41718,100.52076,6.004,4.496,3.162,2.146,12.264,10.196,-381.59357,86.60587,1612.8936,235.83253,79.968704,460.51004
1516378320,66.843834,71.87482,120.15712,113.87482,100.90643,101.00011,5.144,3.781,2.932,2.221,10.956,9.056,-381.49573,88.347885,1610.5693,310.2489,80.27814,460.47998
1516378380,67.99994,71.37488,115.27034,114.02041,99.31257,95.81202,5.592,4.167,3.108,1.933,10.971,9.479,-384.81598,86.67095,1599.6815,263.1238,79.9399,460.55
1516378440,67.18767,71.12512,116.12408,111.62506,99.438675,102.43818,5.55,4.413,2.937,2.062,11.625,8.95,-381.77524,85.67822,1607.2346,318.00034,79.92509,460.57
1516378500,68.12479,72.49991,117.31229,111.12533,99.998795,104.68766,5.7,4.462,3.337,2.562,11.612,9.363,-383.15762,84.994354,1613.2236,228.24887,80.1621,460.55
1516378560,67.58344,71.54185,113.62518,110.583626,100.83459,103.16659,5.967,4.254,3.096,2.242,11.275,8.946,-382.85443,85.25081,1630.8921,290.70908,80.170334,460.60995
1516378620,68.374985,70.96874,113.56288,108.40683,101.90645,102.75016,6.175,4.237,3.138,2.356,11.488,8.819,-384.3118,86.76392,1605.2305,291.4065,79.9973,460.60995
1516378680,67.18767,71.12512,113.999054,106.87567,103.43873,104.312744,6.087,3.9,3.087,2.45,11.187,9.512,-383.67035,86.99635,1614.2375,257.06293,79.988045,460.65997
1516378740,66.875046,70.437454,114.0628,108.833275,101.91672,101.79101,5.967,3.933,3.046,2.129,11.042,9.475,-380.35443,85.11272,1606.0085,258.02014,80.12713,460.65997
1516378800,66.90639,71.37515,110.0004,106.250046,102.68799,101.24916,6.087,4,3.237,2.45,11.175,9.113,-383.44934,85.33629,1608.4019,326.43683,80.71884,460.68997
1516378860,64.37482,70.199905,111.62479,103.74945,102.87567,101.000114,5.5,4.375,3.137,2.162,11.187,9.088,-382.616,86.99635,1594.2428,308.25092,80.01273,460.64
1516378920,67.37494,71.87523,110.31195,107.12554,101.74956,96.24942,6.237,4.238,3.15,2.462,10.4,8.987,-382.44684,89.97653,1623.9049,314.87622,80.00039,460.74
1516378980,66.56217,70.875084,110.750275,105.50044,104.626434,101.74994,5.9,4.35,3.425,2.362,10.913,8.787,-381.98486,86.99635,1553.5693,274.50153,80.018906,460.75
1516379040,66.93729,71.45334,111.438385,103.10977,105.828064,106.07819,6.069,4.597,3.303,2.284,10.838,8.931,-384.80508,89.13894,1622.9854,316.62512,80.017365,460.95996
1516379100,66.8753,70.625046,108.31155,101.436745,102.6264,104.12529,6.2,4.4,3.587,2.462,11.663,9.175,-381.75912,86.86412,1609.2389,229.75034,80.06211,460.8
1516379160,65.63749,70.999855,107.23765,102.74999,105.20005,104.51252,5.592,3.86,3.35,2.35,10.94,9.08,-381.84512,86.38623,1616.1003,298.4752,80.0473,460.57
1516379220,66.18763,70.999695,106.43791,102.00039,101.06333,101.87581,5.8,4.175,3.237,2.413,11.588,8.562,-382.4507,86.43317,1611.243,342.31335,80.043594,460.97998
1516379280,66.56217,71.56248,105.18739,103.37562,103.50031,102.87469,5.6,4.387,3.287,2.313,10.362,8.925,-383.93555,85.78343,1596.2234,306.12662,80.03742,460.87
1516379340,66.81237,70.68776,106.93855,101.06291,102.74957,102.43818,6.488,4.438,3.287,2.2,10.7,9.025,-382.96313,86.31302,1615.2279,258.625,80.00656,461.11996
1516379400,65.00031,69.687614,104.93815,99.937546,101.37418,105.81241,5.987,4.425,3.237,2.413,10.612,9.025,-382.1945,95.23284,1645.5737,280.25153,79.96212,460.91995
1516379460,66.124695,71.50017,105.28086,100.96897,105.74961,103.90704,5.987,4.381,3.312,2.306,10.894,9.079,-383.44934,36.606377,1463.9109,251.15636,80.018906,460.74
1516379520,66.66655,70.99997,103.97913,98.64561,105.31266,110.64701,5.53,4.542,3.621,2.392,10.654,9.129,-383.50336,36.355186,1460.2366,254.08243,79.98722,460.84995
1516379580,67.774956,71.02494,102.41175,100.49179,106.52441,104.29936,6.435,4.393,3.422,2.348,10.825,8.321,-382.3189,35.674442,1457.0377,238.40096,79.97735,461.26
1516379640,66.99964,71.812515,103.563,99.4998,106.56194,104.0637,6.675,4.238,3.237,2.113,10.213,8.875,-383.85452,35.58147,1453.9017,312.12576,79.93743,461.18002
1516379700,66.87511,71.10924,100.18746,100.859535,104.75106,104.42255,5.962,4.187,3.525,2.309,10.6,8.638,-384.71814,34.68171,1450.357,304.3749,79.96006,461.26993
1516379760,67.312775,70.18768,102.813126,97.43696,107.500374,103.188,5.8,4.138,3.375,2.3,10.987,9.187,-382.7535,34.650623,1451.5674,254.93866,79.97411,461.09
1516379820,66.7502,70.81237,102.813126,99.18795,104.7496,105.62495,6.475,4.15,3.387,2.313,10.65,8.163,-382.3517,33.606964,1452.2512,228.4374,79.918915,461.36996
1516379880,64.895935,70.49989,101.31264,98.70824,107.39675,106.1043,5.567,4.208,3.271,2.346,10.638,8.396,-376.44724,36.325573,1449.0759,298.41617,78.57748,461.26
1516379940,66.81237,70.2504,99.12602,97.12511,105.74961,101.12598,6.275,4.425,3.375,2.588,10.987,9.175,-383.93555,40.564228,1465.5732,300.81088,79.44982,461.61002
1516380000,66.396126,70.27103,99.7298,97.45891,107.93831,106.20785,5.921,4.121,3.446,2.521,10.992,8.95,-381.65878,39.6639,1472.8041,265.87534,79.27453,461.1
1516380060,65.89573,72.56235,100.18817,96.56275,108.66755,108.60462,5.425,4.542,3.579,2.433,10.825,9.029,-383.28726,39.41966,1464.795,293.16663,79.40456,461.10995
1516380120,66.297,70.87508,100.62525,97.32849,106.3596,109.54614,6.233,4.422,3.605,2.458,11.166,8.897,-379.5441,39.158432,1463.74,279.40656,79.69918,461.73993
1516380180,66.35917,70.54706,102.062706,96.078186,107.18805,109.82733,6.437,4.531,3.588,2.703,11.45,9.1,-381.84512,38.88231,1454.7388,274.93832,79.44982,461.69992
1516380240,65.58336,70.25013,98.979195,95.62527,108.39677,109.645454,6.396,4.517,3.417,2.508,11.504,9.496,-381.3327,38.6543,1388.9028,255.06322,79.47081,461.75998
1516380300,65.89598,71.60429,99.22916,95.271454,107.18756,109.33303,5.879,4.375,3.379,2.483,11.183,8.959,-383.61142,39.834866,1460.3544,268.85474,79.47245,461.97998
1516380360,65.52068,70.104065,100.66661,94.72976,107.81221,108.64569,6.067,4.642,3.612,2.692,11.038,8.933,-380.3841,38.84974,1466.4614,261.97916,79.48974,461.79996
1516380420,66.5,72.875374,99.5622,93.75095,111.43884,107.68698,6.625,4.338,3.663,2.5,10.612,9.088,-383.74106,36.36629,1456.9198,299.5619,79.43748,462
1516380480,66.124954,70.70812,97.56251,97.10445,109.91683,109.16699,6.025,4.787,3.504,2.487,11.262,8.921,-381.49573,37.605755,1438.0253,247.06325,79.43542,461.75998
1516380540,65.687225,71.06241,96.124344,95.00028,105.62645,106.74969,5.9,4.675,3.2,2.713,10.562,9.425,-381.2512,38.477863,1457.918,308.20825,79.502495,462.37997
1516380600,65.979126,69.395775,97.87479,96.853935,106.98032,109.18842,6.359,4.458,3.333,2.446,11.533,8.887,-382.31094,38.328568,1461.9108,280.311,79.41588,462.00995
1516380660,67.500046,70.18768,97.93781,94.000824,106.87573,108.937584,6.612,4.812,3.575,2.562,10.85,8.7,-381.98486,37.746387,1467.2473,219.25015,79.47451,461.9399
1516380720,64.906296,70.15633,96.982574,94.87438,107.43732,109.59368,6.231,4.462,3.513,2.431,11.138,8.906,-382.0631,38.6543,1458.7354,296.46808,79.42513,461.78
1516380780,64.87521,70.68776,95.93741,94.56253,108.1866,106.87556,6.625,4.375,3.613,2.513,11.15,9.237,-381.3327,37.250584,1343.5764,259.56088,79.462166,462.22
1516380840,64.87496,70.083435,97.22875,94.43728,109.542435,109.16699,5.779,4.383,3.492,2.608,10.754,8.9,-382.23734,45.893143,1478.7931,295.0631,79.48521,462.45993
1516380900,65.374855,70.312294,96.31342,92.68758,108.99893,112.06276,7.063,4.525,3.813,2.838,11.038,8.775,-382.0827,44.01083,1477.5748,308.37546,79.38069,462.65
1516380960,64.458466,70.49989,95.45754,93.24993,109.85525,109.665985,6.054,4.404,3.629,2.525,11.042,8.358,-381.49573,44.34909,1479.2411,262.3753,79.34366,461.94
1516381020,66.06228,70.64595,96.084236,94.5832,110.87383,110.208725,6.538,4.6,3.617,2.808,11.283,8.862,-382.20227,44.494312,1479.6891,299.5204,79.34777,461.94
1516381080,65.21848,69.92177,96.343506,93.51513,109.73428,110.751236,5.859,4.322,3.572,2.638,11.016,9.106,-381.57727,45.244473,1486.1516,250.32822,79.340576,462.08997
1516381140,64.604294,69.83313,96.18665,94.62581,111.10453,110.54168,6.5,4.675,3.258,2.525,11.025,9.729,-382.54388,43.68172,1484.1376,249.2279,79.381516,462.94998
1516381200,64.312645,69.25026,95.96857,92.03095,109.54908,112.90498,5.45,4.119,3.494,2.694,11.594,9.031,-381.0765,44.099667,1469.6759,296.8137,79.37287,462.97995
1516381260,65.374855,68.75018,96.37573,93.06334,106.62646,109.93646,6.137,4.525,3.475,2.562,11.15,8.362,-382.60437,44.01083,1474.5803,275.8111,79.31897,462.46985
1516381320,64.72991,71.85434,95.16657,91.95767,106.93849,110.45732,5.925,4.225,3.637,2.454,10.875,8.437,-381.86728,42.497253,1477.4615,277.41693,79.34607,463.10992
1516381380,66.3758,69.87543,94.685844,93.0606,108.93962,113.876564,6.725,4.662,3.575,2.75,12.013,8.9,-381.98932,43.548115,1475.5634,303.06433,79.31227,462.7899
1516381440,64.65107,70.4383,94.99945,90.75055,109.153854,115.52994,5.819,4.375,3.375,2.631,11.388,8.637,-382.18457,43.498478,1475.7363,269.96848,79.32214,462.75003
1516381500,64.81182,69.81171,94.12654,90.31208,113.81208,114.68874,6.15,4.775,3.387,2.55,11.363,8.837,-381.20834,42.15545,1469.576,304.81427,79.318855,462.87988
1516381560,64.520874,70.437416,95.64597,91.061806,111.20812,113.5619,6.221,4.529,3.629,2.554,11.179,9.158,-382.331,42.66002,1474.8982,249.56064,79.30833,462.67
1516381620,65.41591,70.916214,95.16791,91.645065,110.87433,108.43567,6.175,4.463,3.508,2.612,11.646,9.161,-381.86728,42.497253,1482.5795,275.37537,79.27321,463.00998
1516381680,65.50038,69.50106,94.06262,91.62341,110.314674,111.0023,6.525,5.2,3.675,2.712,11.575,9.7,-381.729,42.399593,1473.5676,314.81186,79.25566,462.75003
1516381740,65.791336,70.11394,94.52072,91.479965,107.76884,112.31373,6.546,4.625,3.529,2.571,10.783,8.833,-382.11136,43.853584,1261.6982,305.2506,79.26005,463.44992
1516381800,65.396286,70.230316,93.832245,91.47861,109.311615,111.95686,6.267,4.625,3.546,2.629,11.096,8.933,-381.06732,43.583965,1475.9004,299.52155,79.23109,463.18994
1516381860,64.896286,70.50025,94.72978,92.24863,110.35452,109.29355,5.875,4.141,3.725,2.546,11.273,8.688,-381.0741,41.930046,1475.2351,237.06024,79.19992,462.88983
1516381920,64.082306,70.10376,92.10507,91.22961,112.56325,112.0852,5.933,4.479,3.717,2.679,11.496,8.921,-381.3385,41.969505,1471.8024,305.5626,79.36011,462.84
1516381980,64.375824,70.1666,94.91622,91.39471,112.500145,109.4799,6.196,4.296,3.513,2.504,11.242,8.792,-381.4036,41.325047,1468.3608,287.97977,79.21037,462.76996
1516382040,64.75039,70.125885,93.7084,90.186226,108.31188,109.333984,5.65,4.529,3.637,2.583,11.263,9.195,-381.13513,40.506683,1466.7998,301.02277,79.201965,463.34998
1516382100,66.18723,70.70912,93.874855,91.290504,110.688324,110.7509,6.355,4.129,3.546,2.779,10.6,8.724,-382.11136,41.21106,1475.1287,243.39525,79.183235,463.41003
1516382160,63.813538,68.25053,93.123795,90.81144,111.18653,114.62546,6.387,5.063,3.538,2.55,11.325,8.837,-381.27933,41.37292,1469.2301,291.249,79.18719,463.5399
1516382220,63.749542,70.12501,93.25163,91.32542,113.12456,111.25016,6.175,4.662,3.663,2.6,11.275,8.8,-380.22272,41.62426,1473.9136,249.061,79.15032,463.4001
1516382280,66.56265,69.562126,93.31156,92.31359,110.439224,111.87248,6.763,4.675,3.625,2.6,11.325,9.125,-382.75635,40.98309,1478.9161,259.56052,79.15032,463.25003
1516382340,63.77173,69.14528,91.97857,89.70852,109.49761,109.70667,5.809,4.538,3.462,2.408,11.204,8.675,-380.68378,41.518326,1470.8002,314.93848,79.21923,463.60992
1516382400,64.80005,69.32476,92.24889,90.60114,111.66282,118.6389,5.78,4.567,3.625,2.63,10.92,8.69,-382.03,41.022545,1469.7676,268.16226,79.13347,463.4801
1516382460,63.29221,69.416985,92.41668,88.625885,110.47907,112.417465,5.837,4.112,3.5,2.575,10.879,8.471,-381.06448,41.188263,1473.5764,259.89514,79.1354,463.85992
1516382520,64.35364,69.66745,93.624504,90.249825,111.834206,112.12563,6.529,4.704,3.463,2.404,10.95,9.162,-380.20474,43.242012,1475.9004,286.89453,79.12969,463.3101
1516382580,64.39971,69.78728,92.224915,89.62434,112.3633,115.20243,5.59,4.345,3.355,2.423,11.25,8.742,-380.5191,43.35859,1480.3798,226.56029,79.08765,463.6999
1516382640,64.77087,69.374504,93.20902,89.52176,113.18767,110.93901,6.154,4.884,3.567,2.671,11.479,9.083,-381.44696,43.806236,1482.0208,273.27048,79.12092,464.17
1516382700,63.93811,69.95862,91.16757,89.85332,108.95955,112.25045,6.208,4.758,3.446,2.55,10.567,8.471,-381.3237,42.753025,1478.0292,247.39473,79.0643,463.99005
1516382760,64.35363,69.14617,91.645645,89.77076,111.91557,112.24869,5.7,4.367,3.542,2.794,11.271,8.659,-382.04675,41.5693,1467.2344,257.00122,79.102486,463.99005
1516382820,64.35364,69.89578,90.73079,89.72881,110.89591,112.958916,6.737,4.933,3.733,2.538,10.804,8.996,-381.58255,42.768528,1473.47,291.457,79.09195,464.17996
1516382880,64.28197,69.34309,92.50058,88.90738,110.5015,115.031555,6.325,4.856,3.515,2.675,10.844,8.956,-382.5545,42.497253,1430.9116,284.84277,79.04697,463.92
1516382940,65.12411,69.62585,91.74951,88.56228,112.5018,115.56422,5.613,4.725,3.475,2.65,10.85,8.6,-381.98932,42.852375,1468.2456,308.06314,79.06211,464.09
1516383000,63.750824,70.04668,90.84265,89.37425,111.17159,110.67004,5.771,4.434,3.347,2.6,10.994,9.125,-381.05215,42.074066,1387.0848,255.6266,79.03906,464.11987
1516383060,63.81226,69.62453,91.8434,89.43718,112.5018,114.84169,6.131,4.562,3.506,2.613,11.044,9.094,-381.2734,41.880726,1470.0815,256.50153,79.00023,464.18994
1516383120,65.751236,69.31255,91.88477,89.62597,111.50041,110.81244,5.6,4.188,4,2.75,10.85,8.4,-381.11322,41.733727,1472.9023,315.9988,79.02054,464.01996
1516383180,64.25124,70.18873,91.437904,87.4377,113.12456,114.87334,5.613,4.288,3.475,2.538,10.7,9.162,-381.98932,41.58446,1471.9177,216.74852,79.01208,464.15005
1516383240,64.09383,69.37495,91.03041,88.60044,109.43533,111.62462,6.162,4.844,3.481,2.506,10.756,8.575,-380.5191,40.49415,1472.0774,234.34268,79.03559,464.45987
1516383300,64.28197,69.03111,90.43716,88.156296,110.09297,113.68671,5.6,4.819,3.506,2.556,11.162,8.844,-382.7703,40.042816,1437.7505,242.81418,79.00023,464.53986
1516383360,64.68639,70.87373,90.562996,88.00202,110.439224,112.50008,5.937,4.475,3.725,2.562,10.95,8.4,-381.0131,42.00896,1470.9065,312.56003,78.98706,464.35992
1516383420,63.104504,69.00014,92.520546,88.85459,113.47829,111.4998,6.462,4.408,3.5,2.579,10.963,9.271,-380.8155,43.3275,1468.6891,294.04117,79.004616,464.13013
1516383480,65.12411,69.87543,91.50182,89.68687,111.87406,116.001945,6.188,4.813,3.962,2.538,11.225,9.125,-382.57504,43.156525,1479.2355,245.12708,78.976524,464.43994
1516383540,63.60364,70.916214,91.10366,87.89512,110.97895,112.69874,6.554,5.033,3.621,2.679,11.371,8.946,-380.5191,43.78344,1478.0204,229.43883,79.01032,464.4499
1516383600,65.14543,69.457695,91.18755,88.47973,112.48022,114.22993,6.642,4.552,3.654,2.588,11.317,9.084,-381.2455,42.84991,1473.683,289.93542,78.939224,464.5299
1516383660,63.416782,69.66656,90.43782,88.126526,109.9377,113.644516,5.84,4.492,3.454,2.692,11.004,9,-380.7661,42.66002,1475.6964,267.66803,78.97126,464.6999
1516383720,64.06183,68.93819,88.50158,86.374016,111.37585,116.93543,6.412,4.475,3.375,2.525,11.625,8.413,-380.02512,42.83135,1476.9204,236.37749,78.906746,464.75998
1516383780,63.50126,69.18777,89.24864,88.87489,113.24911,113.62342,6.725,4.725,3.438,2.55,11.537,9.512,-381.4315,42.7414,1475.5634,325.25034,78.93703,464.59995
1516383840,64.49954,69.39486,89.4151,87.06284,111.66813,113.271835,6.591,4.954,3.46,2.288,11.358,9.791,-381.11072,42.497253,1476.2286,279.12164,78.917274,464.62985
1516383900,63.999542,69.500175,90.72946,87.333496,112.6878,110.68762,6.429,4.662,3.554,2.596,11.023,8.629,-380.34622,41.752495,1475.2528,267.45776,78.89972,464.66998
1516383960,63.604496,69.04173,90.32397,87.60551,112.95849,116.54165,5.866,4.496,3.308,2.467,10.75,8.846,-381.93793,43.370247,1481.453,257.35617,78.88063,465.11987
1516384020,65.56266,69.43734,90.48043,88.56229,110.81122,115.70661,6.371,4.562,3.742,2.692,11.413,10.029,-379.87097,41.598614,1473.0177,311.1063,80.28573,464.73007
1516384080,64.77001,69.81259,88.999626,87.12509,109.270096,113.145256,6.321,4.4,3.692,2.608,10.804,8.95,-381.58734,42.479168,1472.7959,304.04105,78.95195,465.39008
1516384140,63.250404,68.99925,88.062126,87.87617,112.75091,115.56422,5.9,3.9,3.375,2.6,10.613,9.037,-380.8896,40.606335,1463.2428,303.37634,78.875145,465.31006
1516384200,62.985474,70.4383,89.70207,87.18803,111.67229,113.685394,5.5,4.969,3.937,2.591,11.025,8.847,-381.18286,41.239555,1473.6608,245.56454,78.90806,464.92996
1516384260,63.437263,69.75064,89.31257,87.4986,116.562195,111.75118,5.575,4.188,3.475,2.838,10.613,8.562,-380.50577,42.00896,1471.9177,269.25293,78.875145,465.08002
1516384320,63.791355,70.437416,89.688095,86.58378,113.47995,114.06291,5.959,4.546,3.525,2.783,11.138,8.891,-381.3385,42.204277,1472.7745,277.33102,78.76893,465.31006
1516384380,64.55402,70.03142,88.577484,87.31287,112.296295,114.34331,6.54,4.403,3.553,2.528,11.594,9.712,-380.58966,41.256657,1248.2534,253.54771,78.85177,465.20984
1516384440,63.749542,69.81171,89.74802,86.99924,113.06477,113.0934,6.237,4.337,3.587,2.363,10.887,8.7,-380.3956,42.619328,1459.5707,286.25018,78.81194,465.31006
1516384500,64.09383,69.26543,89.88884,87.76553,112.85926,116.13907,5.784,4.369,3.491,2.491,10.325,8.859,-380.48618,42.7414,1475.5767,242.82944,78.80141,465.32004
1516384560,62.313553,70.37458,89.87586,87.25095,113.24911,112.747955,5.9,4.437,3.712,2.6,11,9.162,-381.98932,41.513714,1477.2397,230.12389,78.78693,465.33002
1516384620,64.609604,69.92189,89.21868,86.07127,111.7956,114.45406,5.803,4.225,3.416,2.263,10.516,8.897,-381.6639,40.09552,1495.4943,274.75024,78.782974,465.51993
1516384680,64.25124,69.18777,88.68934,87.4986,107.813675,112.31022,5.937,4.237,3.812,2.6,10.987,8.45,-379.64966,42.00896,1464.5734,302.12833,78.8251,465.6899
1516384740,64.020874,69.43734,88.209946,86.91534,109.75004,114.14554,6.416,4.75,3.854,2.679,11.129,8.891,-381.3237,42.334488,1460.7947,283.97803,78.73075,465.73004
1516384800,65.436386,68.186806,89.56425,87.3768,117.56358,118.127335,6.188,4.012,3.475,2.3,10.6,9.224,-378.43875,41.239555,1469.2301,239.8095,78.79351,465.74002
1516384860,64.896286,68.60365,89.16608,86.68799,111.875725,112.31197,6.195,4.767,3.642,2.5,11.221,9.275,-380.35443,41.439034,1470.2325,301.37546,78.69827,465.6899
1516384920,64.53154,68.90633,88.40569,86.03096,113.186844,113.68935,6.693,4.7,3.925,2.456,11.612,9.131,-380.2721,42.885384,1473.5808,283.65582,78.760155,465.7201
1516384980,63.56269,69.62585,88.68934,88.06293,108.5012,111.25016,5.687,4.762,3.712,2.85,11.437,9.45,-381.77237,42.497253,1471.2524,308.4362,78.73163,465.83997
1516385040,64.457726,68.39567,88.72797,85.87331,115.041,116.230484,6.517,4.217,3.671,2.454,10.692,8.979,-380.5191,41.169613,1478.9073,285.14688,78.691246,465.8499
1516385100,62.812695,69.77188,89.47902,88.18742,110.39604,114.54284,6.404,4.542,3.565,2.45,11.071,8.533,-380.07776,43.922203,1452.2529,286.2728,78.69827,465.90005
1516385160,63.625828,67.76996,87.8131,86.18727,111.209785,118.12382,6.279,4.617,3.629,2.504,11.196,8.816,-379.4673,42.178802,1471.2437,275.56302,78.68774,465.95984
1516385220,64.213585,68.41691,88.271194,85.853004,113.22752,113.66561,6.125,4.363,3.508,2.479,10.946,8.333,-380.35443,42.41587,1463.0833,297.1397,78.61049,466.00995
1516385280,63.959446,69.666565,88.26987,85.98022,112.62635,114.46021,6.075,4.571,3.758,2.612,11.121,8.617,-380.68378,40.657127,1470.9065,283.3947,78.59557,465.9701
1516385340,63.749542,69.562126,88.813194,84.43748,112.75091,114.18773,6.325,4.475,3.875,2.662,10.65,8.437,-379.26584,40.637955,1461.2471,312.74994,78.65676,465.89008
1516385400,64.312675,69.31255,89.68809,87.4377,116.50241,113.37556,6.177,4.297,3.653,2.333,11.208,8.925,-380.15985,40.4243,1463.9081,306.81512,78.66843,466.24002
1516385460,64.43811,68.65675,87.93628,85.78129,112.561584,111.18952,5.731,4.381,3.356,2.606,11.65,9.494,-380.5191,40.787514,1459.7437,302.09442,78.70003,466.07004
1516385520,63.354504,69.770996,88.45896,85.521454,113.72905,114.33189,6.433,4.521,3.612,2.571,11.367,9.658,-379.62314,41.78099,1470.4631,249.31195,78.72285,466.16998
1516385580,63.624123,68.68861,87.99821,86.24817,113.18932,111.186874,6.237,4.263,3.613,2.463,10.75,9.425,-380.90332,42.00896,1470.2413,333.12497,78.66369,466.39008
1516385640,63.583168,69.64621,88.729294,85.89766,113.290634,116.75084,6.316,4.204,3.413,2.546,10.513,9.208,-380.68378,43.726448,1468.015,297.39404,78.656136,466.39008
1516385700,62.396317,68.9789,87.75052,85.958565,113.83368,112.35241,6.263,4.367,3.8,2.446,11.425,9.071,-380.24466,43.441486,1474.6852,255.19025,78.601715,466.48004
1516385760,64.125824,67.87616,87.43891,84.93683,111.560196,111.999054,6.049,4.725,3.525,2.838,10.55,8.6,-380.22272,43.754944,1482.9077,220.3094,78.563095,466.58997
1516385820,63.68811,67.56286,88.31381,87.186,111.37585,113.43884,6.613,4.437,3.425,2.612,11.288,9.462,-378.44812,43.222282,1468.565,298.87268,78.48804,466.33997
1516385880,64.37497,69.29131,87.854385,84.85429,115.08252,114.95772,5.679,4.258,3.8,2.517,10.879,9.3,-380.1349,43.451847,1476.9116,262.104,78.53369,466.5999
1516385940,63.311836,69.09285,88.10907,85.12562,112.70482,115.45346,6.272,4.65,3.55,2.566,11.125,9.435,-380.1011,44.537262,1338.415,230.12729,78.6049,466.65002
1516386000,62.825497,68.700294,87.66422,86.47389,110.12337,112.850266,5.676,4.345,3.593,2.45,11.067,9.2,-379.99722,44.519234,1470.433,277.20215,78.57362,466.66
1516386060,62.93684,69.593994,87.97024,84.84346,111.12426,115.87538,5.913,4.594,3.65,2.431,10.994,8.6,-378.76175,44.415867,1479.2488,324.93835,78.531494,466.81006
1516386120,63.459446,68.14521,88.37507,85.543106,113.12456,113.187454,6.417,4.892,3.621,2.513,11.413,9.008,-379.6997,43.242012,1471.4653,299.75214,78.552124,466.79013
1516386180,63.936768,70.1104,88.124054,85.271095,113.827034,116.533295,6.234,4.535,3.666,2.578,11.581,9.388,-379.1762,44.15092,1475.4902,280.62228,78.52656,466.65002
1516386240,63.332314,67.958466,87.97823,85.06269,112.2693,114.39517,6.158,4.3,3.558,2.554,11.192,8.346,-380.8155,43.459023,1457.566,278.52023,78.50647,466.89008
1516386300,63.042217,67.68765,86.00071,87.04119,112.18627,112.85343,5.858,4.379,3.629,2.392,11.213,8.937,-379.38754,42.171726,1471.0131,302.87668,78.50033,466.8599
1516386360,62.85365,69.79135,88.6667,85.64731,111.45722,114.16663,5.983,4.317,3.66,2.596,11.633,8.866,-379.9275,44.237076,1460.5818,288.5201,78.523155,466.89008
1516386420,64.85533,68.56205,88.207275,84.89623,115.14396,115.10363,6.471,4.588,3.667,2.654,11.004,8.479,-380.35443,43.09953,1473.2306,288.97906,78.470924,466.80008
1516386480,63.063545,69.12405,87.43891,85.00179,114.185745,118.56506,6.175,4.762,3.387,2.7,10.713,8.6,-378.17365,43.754944,1478.9161,238.37836,78.46829,466.97006
1516386540,65.68723,69.562126,87.43891,85.06269,112.62635,112.18893,5.987,4.237,3.825,2.475,10.663,8.6,-380.49557,42.578636,1478.251,210.3118,78.43801,467.0199
1516386600,64.1881,69.478935,86.3749,85.354996,114.23058,117.104195,6.412,4.242,3.559,2.583,10.929,9.042,-380.11493,41.803787,1469.3542,302.58276,78.46654,467.00995
1516386660,62.749554,67.89563,87.41627,85.70685,113.12456,115.10187,6.145,4.467,3.604,2.625,11,8.446,-379.3743,43.37635,1475.0134,305.94016,78.49375,467.07
1516386720,63.084023,68.570786,87.89433,85.18719,111.397446,114.980576,6.033,4.638,3.504,2.475,10.929,8.934,-379.68057,42.66002,1330.361,266.64612,78.41036,467.30008
1516386780,63.00019,69.68692,85.719055,84.59276,112.07832,115.01573,6.056,4.648,3.666,2.841,11.309,9.147,-379.58582,43.242012,1471.9844,306.4828,79.066055,467.3798
1516386840,62.87498,69.04173,87.56409,85.14659,114.39665,116.249825,6.892,4.554,3.979,2.604,11.208,8.958,-378.39807,43.3275,1342.0339,258.72852,78.4582,467.27988
1516386900,63.666782,69.83383,87.56142,84.52002,109.12562,113.980286,6.149,4.521,3.838,2.733,10.825,8.858,-380.24466,43.669456,1475.1199,289.31366,78.58153,467.2901
1516386960,64.1881,68.37531,88.12338,85.02074,111.085236,113.33511,6.633,4.417,3.704,2.521,11.454,9.471,-379.26584,43.3275,1477.0269,266.7908,78.5587,467.45013
1516387020,63.68811,68.99925,88.68934,86.87338,117.62337,114.4356,6.212,4.288,4.163,2.556,11.338,8.975,-381.0131,44.01141,1467.2344,309.62317,78.337944,467.49997
1516387080,64.042206,68.500984,89.0409,85.79211,112.00194,114.72918,6.183,4.296,3.542,2.538,11.5,8.779,-378.1424,44.336937,1478.2333,252.62642,78.40844,467.40997
1516387140,63.50126,67.81244,87.81444,86.12637,111.50041,112.62665,5.937,4.45,3.387,2.6,10.95,8.425,-379.34177,44.525402,1476.5745,225.18611,78.29976,467.55008
1516387200,64.33316,68.95766,86.397545,84.35492,111.12509,113.43708,6.233,4.846,3.65,2.646,11.046,9.067,-378.18112,42.13917,1462.3469,292.4382,78.36252,467.65002
1516387260,63.188114,68.95943,86.87428,87.061485,111.085236,112.02015,6.238,4.171,3.667,2.575,11.179,9.087,-380.31326,41.325047,1471.1195,283.8559,78.347595,467.6301
1516387320,63.541355,69.79135,86.91689,85.22779,109.99914,116.06172,5.954,4.6,3.521,2.542,10.966,8.917,-379.07846,42.204277,1466.9062,317.52264,78.34584,467.70013
